admin_1,FUEL_TYPE,CUSTOM_NODE,START_YEAR,END_YEAR,CAPACITY
ID-SA,OIL,IDNSA,1974,2004,0.25
ID-JK,OIL,IDNJK,1961,1991,1
ID-BT,OCG,IDNBT,1996,2026,4.9
ID-BT,OCG,IDNBT,1996,2026,4.9
ID-JB,OIL,IDNJB,1997,2027,3.255
ID-JI,OIL,IDNJI,1966,1996,1.876
ID-JI,OIL,IDNJI,1966,1996,0.25
ID-RI,OIL,IDNRI,1976,2006,10.15
ID-MU,OIL,IDNMU,1983,2013,2.7
ID-MU,OIL,IDNMU,1981,2011,1.8
ID-JK,OIL,IDNJK,1986,2016,2.819
ID-JK,OIL,IDNJK,1986,2016,2.819
ID-RI,OIL,IDNRI,1986,2016,1
ID-JK,OIL,IDNJK,1992,2022,1.35
ID-JK,OIL,IDNJK,1992,2022,1.35
ID-JK,OIL,IDNJK,1992,2022,1.35
ID-SU,OIL,IDNSU,1976,2006,1.8
ID-JK,OIL,IDNJK,1986,2016,10.736
ID-JK,OIL,IDNJK,1986,2016,14.32
ID-JK,OIL,IDNJK,1986,2016,6.513
ID-JI,OIL,IDNJI,1986,2016,14.316
ID-JI,CCG,IDNJI,1998,2028,9.07
ID-JI,CCG,IDNJI,1998,2028,9.07
ID-JI,CCG,IDNJI,1998,2028,9.07
ID-JK,OIL,IDNJK,1992,2022,1
ID-JK,OIL,IDNJK,1992,2022,1
ID-JK,OIL,IDNJK,1992,2022,1
ID-JK,OIL,IDNJK,1992,2022,1
ID-JK,OIL,IDNJK,1986,2016,4
ID-JB,OIL,IDNJB,1977,2007,0.85
ID-JB,OIL,IDNJB,1980,2010,1.29
ID-RI,OIL,IDNRI,1974,2004,2.25
ID-JK,OIL,IDNJK,1985,2015,0.675
ID-JK,OIL,IDNJK,1985,2015,0.684
ID-JK,OIL,IDNJK,1985,2015,0.684
ID-JK,OIL,IDNJK,1985,2015,0.565
ID-JB,OIL,IDNJB,1986,2016,8
ID-JB,OIL,IDNJB,1986,2016,1.636
ID-JB,OIL,IDNJB,1986,2016,1.636
ID-JB,OIL,IDNJB,1986,2016,1.636
ID-JB,OIL,IDNJB,1986,2016,1.636
ID-JB,OIL,IDNJB,1986,2016,1.636
ID-SU,OIL,IDNSU,1986,2016,6
ID-LA,OIL,IDNLA,1986,2016,1.68
ID-JI,OIL,IDNJI,1982,2012,0.9
ID-JI,OIL,IDNJI,1982,2012,0.9
ID-KB,OIL,IDNKB,1983,2013,3
ID-KB,OIL,IDNKB,1983,2013,3
ID-JK,OIL,IDNJK,1979,2009,0.96
ID-JK,OIL,IDNJK,1983,2013,0.56
ID-JB,OIL,IDNJB,1982,2012,15
ID-JB,OIL,IDNJB,1982,2012,15
ID-JB,OIL,IDNJB,1986,2016,24.8
ID-SU,OIL,IDNSU,1960,1990,2.5
ID-KS,OIL,IDNKS,1961,1991,0.25
ID-KS,OIL,IDNKS,1961,1991,0.25
ID-KS,OIL,IDNKS,1961,1991,0.25
ID-JB,OIL,IDNJB,1986,2016,10.4
ID-JK,OIL,IDNJK,1984,2014,0.9
ID-JK,OIL,IDNJK,1977,2007,0.9
ID-KI,OCG,IDNKI,1985,2015,30.91
ID-KI,OIL,IDNKI,1983,2013,1
ID-KI,OCG,IDNKI,2002,2032,16
ID-JK,OIL,IDNJK,1977,2007,0.35
ID-JK,OIL,IDNJK,1977,2007,0.35
ID-JK,OIL,IDNJK,1978,2008,0.35
ID-JK,OIL,IDNJK,1981,2011,0.96
ID-JK,OIL,IDNJK,1981,2011,0.96
ID-JK,OIL,IDNJK,1981,2011,0.96
ID-JK,OIL,IDNJK,1986,2016,9.4
ID-JI,BIO,IDNJI,1975,2020,1.5
ID-JI,BIO,IDNJI,1975,2020,1.5
ID-JI,BIO,IDNJI,1975,2020,1.5
ID-JK,OIL,IDNJK,1984,2014,1
ID-JK,OIL,IDNJK,1984,2014,1
ID-JK,OIL,IDNJK,1984,2014,1.1
ID-SN,OIL,IDNSN,1963,1993,0.313
ID-SN,OIL,IDNSN,1974,2004,0.18
ID-JK,OIL,IDNJK,1990,2020,1.2
ID-SU,OIL,IDNSU,1991,2021,3
ID-SU,OIL,IDNSU,1992,2022,2.7
ID-JK,OIL,IDNJK,1972,2002,0.45
ID-JK,OIL,IDNJK,1972,2002,0.18
ID-JK,OIL,IDNJK,1974,2004,0.63
ID-JK,OIL,IDNJK,1974,2004,0.63
ID-JK,OIL,IDNJK,1974,2004,0.54
ID-JK,OIL,IDNJK,1977,2007,0.27
ID-AC,OCG,IDNAC,1976,2006,9
ID-AC,OCG,IDNAC,1976,2006,9
ID-AC,OCG,IDNAC,1976,2006,9
ID-AC,OCG,IDNAC,1976,2006,9
ID-AC,OCG,IDNAC,1989,2019,23.6
ID-AC,OCG,IDNAC,1989,2019,23.6
ID-AC,OCG,IDNAC,1989,2019,23.6
ID-AC,OCG,IDNAC,1990,2020,10.45
Bekasi,OIL,,1993,2023,0.9
Bekasi,OIL,,1993,2023,0.9
Bekasi,OIL,,1993,2023,0.9
Bekasi,OIL,,1994,2024,0.9
ID-SU,OIL,IDNSU,1971,2001,0.2
ID-JK,OIL,IDNJK,1986,2016,10.5
ID-JK,OIL,IDNJK,1974,2004,0.2
ID-JK,OIL,IDNJK,1974,2004,0.2
ID-JT,OIL,IDNJT,1976,2006,1.28
ID-SU,OIL,IDNSU,1961,1991,1
ID-SU,OIL,IDNSU,1961,1991,1
ID-SU,OIL,IDNSU,1961,1991,0.19
ID-SU,OIL,IDNSU,1962,1992,0.19
ID-LA,OIL,IDNLA,1983,2013,3.87
ID-JT,OIL,IDNJT,1961,1991,4.4
ID-JT,OIL,IDNJT,1972,2002,1.1
ID-KI,OIL,IDNKI,1983,2013,14
ID-KI,OCG,IDNKI,1989,2019,36.6
ID-KI,OCG,IDNKI,1997,2027,38
ID-KI,OCG,IDNKI,1998,2028,17
ID-AC,OCG,IDNAC,1979,2009,21.1
ID-AC,OCG,IDNAC,1979,2009,21.1
ID-AC,OCG,IDNAC,1985,2015,20.9
ID-AC,OCG,IDNAC,1987,2017,20.9
ID-AC,OCG,IDNAC,1987,2017,20.9
ID-SS,OIL,IDNSS,1993,2023,6
ID-SS,OIL,IDNSS,1994,2024,38.34
ID-SS,OCG,IDNSS,1986,2016,35.1
ID-SS,OCG,IDNSS,1986,2016,35.1
ID-SS,OIL,IDNSS,1975,2005,3.2
ID-SS,OIL,IDNSS,1975,2005,3.2
ID-SS,OIL,IDNSS,1976,2006,24.25
ID-SS,OIL,IDNSS,1976,2006,24.25
ID-SS,OCG,IDNSS,1979,2009,21.1
ID-SS,OCG,IDNSS,1979,2009,21.1
ID-SS,OCG,IDNSS,1979,2009,21.1
ID-JB,OIL,IDNJB,1992,2022,22
ID-JB,OIL,IDNJB,1992,2022,22
ID-JB,OIL,IDNJB,1992,2022,22
ID-JB,OIL,IDNJB,1992,2022,22
ID-JB,OIL,IDNJB,1986,2016,1
ID-KS,OIL,IDNKS,1971,2001,0.25
ID-KB,OIL,IDNKB,1971,2001,0.4
ID-JI,OIL,IDNJI,1964,1994,1.875
ID-JI,OIL,IDNJI,1964,1994,1.875
ID-JI,OIL,IDNJI,1964,1994,1.875
ID-JI,OIL,IDNJI,1964,1994,0.3
ID-SS,OIL,IDNSS,1963,1993,0.4
ID-JB,OIL,IDNJB,1980,2010,1
ID-JB,OIL,IDNJB,1980,2010,4.8
ID-JB,OIL,IDNJB,1985,2015,1.5
ID-JK,OIL,IDNJK,1975,2005,2
ID-JI,OIL,IDNJI,1969,1999,0.8
ID-JI,OIL,IDNJI,1971,2001,1.6
ID-JI,OIL,IDNJI,1974,2004,1.6
ID-JI,OIL,IDNJI,1975,2005,3
ID-JI,OIL,IDNJI,1979,2009,4.5
ID-JI,OCG,IDNJI,2007,2037,7
ID-KI,OIL,IDNKI,1987,2017,3.6
ID-JK,OIL,IDNJK,1983,2013,0.9
ID-JK,OIL,IDNJK,1983,2013,0.9
ID-JK,OIL,IDNJK,1983,2013,0.9
ID-RI,COA,IDNRI,2009,2039,25
ID-RI,COA,IDNRI,2009,2039,25
ID-RI,COA,IDNRI,2009,2039,25
ID-SS,OIL,IDNSS,1974,2004,5.8
ID-SS,OIL,IDNSS,1974,2004,5.8
ID-SS,OIL,IDNSS,1974,2004,5.8
ID-SS,OIL,IDNSS,1974,2004,5.8
ID-SS,OIL,IDNSS,1974,2004,5.8
ID-SS,OIL,IDNSS,1994,2024,5.8
ID-SS,OIL,IDNSS,1994,2024,5.8
ID-SS,OIL,IDNSS,1994,2024,5.8
ID-SS,OIL,IDNSS,1994,2024,5.8
ID-SS,OIL,IDNSS,1994,2024,5.8
ID-SS,OIL,IDNSS,2005,2035,17
ID-SS,OIL,IDNSS,2005,2035,17
ID-SS,OIL,IDNSS,2005,2035,17
ID-SS,OIL,IDNSS,2005,2035,17
ID-SS,OIL,IDNSS,2005,2035,17
ID-SS,OIL,IDNSS,2005,2035,17
ID-SS,COA,IDNSS,2016,2046,30
ID-SS,COA,IDNSS,2016,2046,30
ID-SS,OIL,IDNSS,2013,2043,17
ID-SS,OIL,IDNSS,2013,2043,17
ID-JK,OIL,IDNJK,1980,2010,2.7
ID-JT,OIL,IDNJT,1997,2027,10
ID-JT,OIL,IDNJT,1997,2027,10
ID-JT,OIL,IDNJT,1997,2027,10
ID-JT,OIL,IDNJT,1997,2027,10
ID-JT,OIL,IDNJT,1997,2027,10
ID-JK,OIL,IDNJK,1978,2008,2.8
ID-JK,OIL,IDNJK,1978,2008,2.8
ID-JK,OIL,IDNJK,1978,2008,2.8
ID-JK,OIL,IDNJK,1978,2008,2.8
ID-JK,OIL,IDNJK,1978,2008,1.4
ID-SU,OCG,IDNSU,1990,2020,0.83
ID-SU,OCG,IDNSU,1990,2020,0.83
ID-SU,OCG,IDNSU,1990,2020,0.83
ID-SU,OIL,IDNSU,1978,2008,6.9
ID-SU,OIL,IDNSU,1978,2008,2
ID-SU,OIL,IDNSU,1979,2009,5
ID-SU,OIL,IDNSU,1979,2009,0.5
ID-SU,OIL,IDNSU,1981,2011,2.2
ID-BT,OIL,IDNBT,1992,2022,1.35
ID-BT,COA,IDNBT,2018,2048,151.5
ID-BT,COA,IDNBT,2018,2048,151.5
ID-SS,CCG,IDNSS,2004,2034,38.75
ID-SS,CCG,IDNSS,2004,2034,38.75
ID-KT,OIL,IDNKT,1982,2012,0.9
ID-KT,OIL,IDNKT,1982,2012,0.9
ID-KT,OIL,IDNKT,1982,2012,0.9
ID-JI,OIL,IDNJI,1983,2013,1.8
ID-JI,OIL,IDNJI,1983,2013,2.4
ID-JI,OIL,IDNJI,1983,2013,2.4
ID-BT,OIL,IDNBT,1992,2022,22
ID-BT,OIL,IDNBT,1995,2025,16.95
ID-JB,OIL,IDNJB,1977,2007,1.44
ID-JB,OIL,IDNJB,1980,2010,0.96
ID-JB,OIL,IDNJB,1976,2006,1.08
ID-JK,OIL,IDNJK,1976,2006,1
ID-JB,OIL,IDNJB,1977,2007,0.25
ID-RI,OIL,IDNRI,1982,2012,1.8
ID-KB,OIL,IDNKB,1982,2012,2.7
ID-JB,OIL,IDNJB,1984,2014,26.4
ID-JB,OIL,IDNJB,1974,2004,6
ID-JB,OIL,IDNJB,1994,2024,2
ID-JB,OIL,IDNJB,1995,2025,2
ID-JB,OCG,IDNJB,2007,2037,7
ID-JK,OIL,IDNJK,1975,2005,1.1
ID-JK,OIL,IDNJK,1976,2006,1.1
ID-RI,OCG,IDNRI,1988,2018,24
ID-RI,OCG,IDNRI,1978,2008,24
ID-RI,OCG,IDNRI,1978,2008,24
ID-RI,OCG,IDNRI,1978,2008,24
ID-RI,OCG,IDNRI,1978,2008,24
ID-RI,OCG,IDNRI,1991,2021,26.85
ID-RI,OCG,IDNRI,1991,2021,26.85
ID-RI,OCG,IDNRI,1993,2023,26.85
ID-RI,OCG,IDNRI,1993,2023,26.85
ID-RI,OCG,IDNRI,1994,2024,33
ID-RI,OCG,IDNRI,1995,2025,33
ID-RI,OIL,IDNRI,1972,2002,17.05
ID-RI,OIL,IDNRI,1973,2003,17.05
ID-RI,OIL,IDNRI,1973,2003,17.05
ID-RI,OIL,IDNRI,1974,2004,20.65
ID-RI,OIL,IDNRI,1974,2004,20.65
ID-RI,OIL,IDNRI,1975,2005,20.65
ID-RI,OIL,IDNRI,1975,2005,17
ID-RI,OCG,IDNRI,1977,2007,16.8
ID-RI,OCG,IDNRI,1979,2009,29
ID-RI,OIL,IDNRI,1983,2013,21.35
ID-RI,OIL,IDNRI,1984,2014,21.72
ID-RI,OIL,IDNRI,1985,2015,21.9
ID-RI,OCG,IDNRI,1998,2028,39.1
ID-RI,OCG,IDNRI,1978,2008,24
ID-RI,OCG,IDNRI,1988,2018,25
ID-RI,OCG,IDNRI,1988,2018,25
ID-RI,OCG,IDNRI,1988,2018,25
ID-RI,OCG,IDNRI,1988,2018,25
ID-RI,OCG,IDNRI,1988,2018,25
ID-RI,OCG,IDNRI,1988,2018,25
ID-RI,OCG,IDNRI,1988,2018,25
ID-RI,OCG,IDNRI,1988,2018,25
ID-RI,OCG,IDNRI,1988,2018,25
ID-SS,OIL,IDNSS,1980,2010,4.38
ID-SS,OIL,IDNSS,1980,2010,4.38
ID-SS,OIL,IDNSS,1980,2010,4.38
ID-SS,OIL,IDNSS,1980,2010,4.38
ID-SS,OIL,IDNSS,1979,2009,1.7
ID-SS,OIL,IDNSS,1979,2009,1.7
ID-SS,OIL,IDNSS,1979,2009,1.7
ID-SS,OIL,IDNSS,1979,2009,1.7
ID-SS,OIL,IDNSS,1979,2009,0.225
ID-SS,OIL,IDNSS,1979,2009,3.6
ID-SS,OIL,IDNSS,1979,2009,3.6
ID-SS,OIL,IDNSS,1979,2009,3.6
Sumatra,OIL,,1997,2027,7.3
Sumatra,OIL,,1997,2027,7.3
Sumatra,OIL,,1997,2027,7.3
Sumatra,OIL,,1997,2027,7.3
ID-JK,OIL,IDNJK,1971,2001,2
ID-JK,OIL,IDNJK,1974,2004,2
ID-KU,OIL,IDNKU,1975,2005,0.18
ID-JK,CCG,IDNJK,1993,2023,30
ID-JK,CCG,IDNJK,1993,2023,30
ID-JK,OCG,IDNJK,1995,2025,30
ID-JK,OCG,IDNJK,1996,2026,30
ID-JK,OCG,IDNJK,1995,2025,30
ID-JK,OCG,IDNJK,1996,2026,30
ID-JK,CCG,IDNJK,2006,2036,122.5
ID-JK,CCG,IDNJK,2011,2041,122.5
ID-JK,COA,IDNJK,2017,2047,140
ID-JK,COA,IDNJK,2017,2047,140
ID-BT,OIL,IDNBT,1992,2022,17.64
ID-JT,OIL,IDNJT,1991,2021,4.85
ID-KS,OIL,IDNKS,1981,2011,4.8
ID-KS,OIL,IDNKS,1985,2015,2.275
ID-SU,OIL,IDNSU,1973,2003,2.025
ID-YO,OIL,IDNYO,1973,2003,1.5
ID-YO,OIL,IDNYO,1973,2003,1.5
ID-YO,OIL,IDNYO,1973,2003,1.5
ID-JK,OIL,IDNJK,1980,2010,0.6
ID-JK,OIL,IDNJK,1980,2010,0.6
ID-JK,OIL,IDNJK,1980,2010,0.6
ID-JK,OIL,IDNJK,1980,2010,0.6
ID-JK,OIL,IDNJK,1983,2013,1.29
ID-JK,OIL,IDNJK,1983,2013,1.29
ID-JK,OIL,IDNJK,1983,2013,1.29
ID-JK,OIL,IDNJK,1981,2011,1.29
ID-JK,OIL,IDNJK,1982,2012,0.96
ID-JK,OIL,IDNJK,1982,2012,0.96
ID-JK,OIL,IDNJK,1978,2008,0.96
ID-JK,OIL,IDNJK,1988,2018,2.65
ID-JK,OIL,IDNJK,1988,2018,2.65
ID-JK,OIL,IDNJK,1986,2016,2.65
ID-JK,OIL,IDNJK,1972,2002,0.36
ID-JK,OIL,IDNJK,1976,2006,2
ID-JK,OIL,IDNJK,1977,2007,1.8
ID-RI,OIL,IDNRI,1980,2010,2.025
ID-RI,OIL,IDNRI,1987,2017,3.6
ID-JI,OIL,IDNJI,1992,2022,2
ID-JI,OIL,IDNJI,1993,2023,2.7
ID-SN,CCG,IDNSN,1997,2027,45
ID-SN,CCG,IDNSN,1997,2027,45
ID-SN,CCG,IDNSN,2008,2038,65
ID-SN,CCG,IDNSN,2013,2043,65
ID-KB,OIL,IDNKB,1980,2010,0.9
ID-KB,OIL,IDNKB,1980,2010,0.9
ID-KB,OIL,IDNKB,1980,2010,0.9
ID-KB,OIL,IDNKB,1986,2016,0.9
ID-KB,OIL,IDNKB,1986,2016,0.9
ID-KB,OIL,IDNKB,1986,2016,0.9
ID-JB,OCG,IDNJB,1995,2025,38.34
ID-SU,OIL,IDNSU,1997,2027,7
ID-BT,OIL,IDNBT,1971,2001,0.225
ID-BT,OIL,IDNBT,1972,2002,0.225
ID-BT,OIL,IDNBT,1975,2005,0.27
ID-BT,OIL,IDNBT,1975,2005,0.27
ID-JI,OIL,IDNJI,1979,2009,1
ID-JB,OIL,IDNJB,1984,2014,0.16
ID-SU,OIL,IDNSU,1970,2000,0.5
ID-JI,OIL,IDNJI,1982,2012,2.4
ID-JI,OIL,IDNJI,1982,2012,2.4
ID-JI,OIL,IDNJI,1979,2009,2.4
ID-JI,OIL,IDNJI,1979,2009,3.26
ID-JI,OIL,IDNJI,1979,2009,3.26
ID-JI,OIL,IDNJI,1992,2022,5.88
ID-JI,OIL,IDNJI,1992,2022,5.88
ID-JI,OIL,IDNJI,1993,2023,5.88
ID-SU,OIL,IDNSU,1985,2015,1.6
ID-SU,OIL,IDNSU,1965,1995,11.25
ID-SU,OIL,IDNSU,1965,1995,11.25
ID-KB,OIL,IDNKB,1982,2012,1.8
ID-KB,OIL,IDNKB,1992,2022,1.8
ID-KB,COA,IDNKB,2006,2036,7.5
ID-JK,OIL,IDNJK,1978,2008,0.96
ID-JI,OIL,IDNJI,1978,2008,1.29
ID-JI,OIL,IDNJI,1978,2008,1.75
ID-KI,OIL,IDNKI,1982,2012,0.9
ID-KI,OIL,IDNKI,1982,2012,0.9
ID-KI,OIL,IDNKI,1982,2012,0.9
ID-KI,OIL,IDNKI,1990,2020,0.9
ID-KI,COA,IDNKI,2007,2037,4
ID-JB,OCG,IDNJB,1997,2027,41.5
ID-JB,OCG,IDNJB,1997,2027,41.5
ID-RI,OIL,IDNRI,1986,2016,3.5
ID-RI,OIL,IDNRI,1986,2016,3.5
ID-RI,OIL,IDNRI,1986,2016,3.5
ID-RI,COA,IDNRI,2009,2039,35
ID-RI,COA,IDNRI,2000,2030,90
ID-RI,COA,IDNRI,2000,2030,90
ID-RI,COA,IDNRI,2000,2030,90
ID-RI,COA,IDNRI,2014,2044,150
ID-RI,COA,IDNRI,2014,2044,150
ID-RI,COA,IDNRI,2014,2044,150
ID-JB,OCG,IDNJB,2002,2032,12
ID-JB,OIL,IDNJB,1981,2011,18.9
ID-JB,OIL,IDNJB,1981,2011,18.9
ID-JB,OIL,IDNJB,1981,2011,18.9
ID-JB,OIL,IDNJB,1981,2011,18.9
ID-JB,OIL,IDNJB,1981,2011,18.9
ID-JB,OIL,IDNJB,1985,2015,18.9
ID-JB,OIL,IDNJB,1985,2015,18.9
ID-JB,OIL,IDNJB,1985,2015,18.9
ID-JB,OIL,IDNJB,1985,2015,18.9
ID-JB,OCG,IDNJB,1991,2021,35
ID-JB,OCG,IDNJB,1991,2021,35
ID-SN,OIL,IDNSN,1992,2022,8
ID-SN,OIL,IDNSN,1992,2022,8
ID-SN,OIL,IDNSN,1992,2022,8
ID-JT,OIL,IDNJT,1972,2002,0.8
ID-KI,OIL,IDNKI,1983,2013,0.9
ID-JK,OIL,IDNJK,1984,2014,1
ID-JK,OIL,IDNJK,1984,2014,1
ID-JK,OIL,IDNJK,1984,2014,1
ID-JK,OIL,IDNJK,1981,2011,0.9
ID-JK,OIL,IDNJK,1981,2011,0.9
ID-JK,OIL,IDNJK,1981,2011,0.9
ID-JK,OIL,IDNJK,1981,2011,0.9
ID-JK,OIL,IDNJK,1981,2011,0.9
ID-JK,OIL,IDNJK,1981,2011,0.9
ID-JK,OIL,IDNJK,1981,2011,0.9
ID-JK,OIL,IDNJK,1981,2011,0.9
ID-MA,OIL,IDNMA,1982,2012,3.6
ID-JB,OIL,IDNJB,1967,1997,2
ID-JB,OIL,IDNJB,1967,1997,2.5
ID-KI,OIL,IDNKI,1978,2008,2.7
ID-KI,COA,IDNKI,1990,2020,5.315
ID-KI,COA,IDNKI,1990,2020,5.315
ID-KI,OIL,IDNKI,1991,2021,2.34
ID-KI,OIL,IDNKI,1991,2021,2.34
ID-KI,OIL,IDNKI,1991,2021,2.34
ID-JB,OIL,IDNJB,1976,2006,1.2
ID-JB,OIL,IDNJB,1977,2007,7.5
ID-JB,OIL,IDNJB,1992,2022,1.4
ID-JB,OIL,IDNJB,1994,2024,7.5
ID-JB,OIL,IDNJB,1973,2003,1.5
ID-JB,OIL,IDNJB,1973,2003,0.27
ID-JB,OIL,IDNJB,1973,2003,1.5
ID-JB,OIL,IDNJB,1974,2004,0.75
ID-JB,OIL,IDNJB,1974,2004,0.75
ID-JB,OIL,IDNJB,1974,2004,3
ID-JB,OIL,IDNJB,1982,2012,3
ID-KT,OIL,IDNKT,1982,2012,0.225
ID-KI,OIL,IDNKI,1980,2010,0.9
ID-KI,OIL,IDNKI,1980,2010,0.9
ID-KI,OIL,IDNKI,1980,2010,0.9
ID-KI,OIL,IDNKI,1980,2010,0.9
ID-JT,OIL,IDNJT,1990,2020,8.96
ID-ST,OIL,IDNST,1978,2008,0.18
ID-KI,OIL,IDNKI,1991,2021,28
ID-JI,OCG,IDNJI,1996,2026,4.8
ID-JI,OCG,IDNJI,1996,2026,4.8
ID-JI,OIL,IDNJI,1995,2025,6.2
ID-JI,OIL,IDNJI,1995,2025,6.2
ID-JI,OIL,IDNJI,1995,2025,6.2
ID-JI,OIL,IDNJI,1995,2025,6.2
ID-JB,OIL,IDNJB,1976,2006,0.88
ID-JB,OIL,IDNJB,1976,2006,1.2
ID-JB,OIL,IDNJB,1976,2006,1.2
ID-JB,OIL,IDNJB,1976,2006,0.88
ID-JB,OIL,IDNJB,1976,2006,1.2
ID-JB,OIL,IDNJB,1977,2007,0.88
ID-JB,COA,IDNJB,1982,2012,1.7
ID-JB,COA,IDNJB,1985,2015,6.1
ID-JB,OIL,IDNJB,1995,2025,38.34
ID-ST,OIL,IDNST,1981,2011,2.7
ID-JK,OIL,IDNJK,1982,2012,2.7
ID-JK,OIL,IDNJK,1971,2001,0.35
ID-JK,OIL,IDNJK,1971,2001,0.35
ID-JK,OIL,IDNJK,1973,2003,0.35
ID-JB,OIL,IDNJB,1991,2021,0.56
ID-JB,OIL,IDNJB,1992,2022,0.45
ID-BT,OIL,IDNBT,1972,2002,5.7
ID-BT,OIL,IDNBT,1974,2004,31.768
ID-BT,OIL,IDNBT,1997,2027,0.9
ID-JB,OIL,IDNJB,1970,2000,1.5
ID-JB,OIL,IDNJB,1972,2002,1.5
ID-JK,OIL,IDNJK,1974,2004,2.16
ID-JK,OCG,IDNJK,2007,2037,5.5
ID-JB,COA,IDNJB,2014,2044,60
ID-JB,COA,IDNJB,2014,2044,60
ID-JI,OIL,IDNJI,1986,2016,0.565
ID-JK,OIL,IDNJK,1973,2003,0.45
ID-JK,OIL,IDNJK,1974,2004,1.05
ID-JK,OIL,IDNJK,1974,2004,0.45
ID-JI,OIL,IDNJI,1984,2014,1.29
ID-SN,OIL,IDNSN,2001,2031,60
ID-JB,OIL,IDNJB,1975,2005,0.4
ID-JB,OIL,IDNJB,1978,2008,0.1
ID-JB,OIL,IDNJB,1986,2016,0.113
ID-JK,OIL,IDNJK,1973,2003,0.9
ID-JK,OIL,IDNJK,1973,2003,0.9
ID-KI,OIL,IDNKI,1978,2008,0.9
ID-KI,OIL,IDNKI,1978,2008,0.9
ID-KI,OIL,IDNKI,1978,2008,0.9
ID-KI,OIL,IDNKI,1979,2009,0.9
ID-JI,OIL,IDNJI,1973,2003,0.18
ID-JI,OIL,IDNJI,1973,2003,1
ID-JI,OIL,IDNJI,1973,2003,1
ID-JI,OIL,IDNJI,1973,2003,1
ID-JI,OIL,IDNJI,1973,2003,1
ID-JI,OIL,IDNJI,1993,2023,1.35
ID-JT,OIL,IDNJT,1971,2001,0.75
ID-JA,OIL,IDNJA,1980,2010,4.5
ID-JK,OIL,IDNJK,1986,2016,13
ID-JI,OIL,IDNJI,1979,2009,0.96
ID-JI,OIL,IDNJI,1979,2009,1.3
ID-JI,OIL,IDNJI,1980,2010,0.96
ID-JB,OIL,IDNJB,1973,2003,1
ID-JB,OIL,IDNJB,1974,2004,6
ID-JB,OIL,IDNJB,1974,2004,0.8
ID-JB,OIL,IDNJB,1974,2004,1
ID-JK,OIL,IDNJK,1973,2003,0.225
ID-NB,COA,IDNNB,1999,2029,31
ID-NB,COA,IDNNB,1999,2029,31
ID-NB,COA,IDNNB,1999,2029,31
ID-NB,COA,IDNNB,1999,2029,31
ID-NB,OIL,IDNNB,1986,2016,10
ID-BT,OIL,IDNBT,1973,2003,6
ID-BT,OIL,IDNBT,1973,2003,0.4
ID-JB,OIL,IDNJB,1993,2023,11
ID-JK,OIL,IDNJK,1980,2010,1.92
ID-JI,OIL,IDNJI,1976,2006,1.66
ID-JI,OIL,IDNJI,1976,2006,4.5
ID-JI,OIL,IDNJI,1980,2010,1.8
ID-JI,OIL,IDNJI,1980,2010,2.45
ID-JI,OIL,IDNJI,1983,2013,18
ID-JI,OIL,IDNJI,1991,2021,35
ID-JI,OIL,IDNJI,1991,2021,35
ID-JI,OIL,IDNJI,1996,2026,70
ID-SS,OIL,IDNSS,1973,2003,0.27
ID-SS,OIL,IDNSS,1973,2003,0.27
ID-BT,OIL,IDNBT,1973,2003,0.48
ID-RI,OIL,IDNRI,1982,2012,0.9
ID-RI,OIL,IDNRI,1984,2014,0.9
ID-RI,OIL,IDNRI,1985,2015,0.9
ID-JK,OIL,IDNJK,1978,2008,1
ID-JB,OIL,IDNJB,1985,2015,2.65
ID-JB,OIL,IDNJB,1985,2015,2.65
ID-JI,OIL,IDNJI,1983,2013,2.25
ID-JI,OIL,IDNJI,1983,2013,2.25
ID-JI,OCG,IDNJI,1992,2022,38.3
ID-JI,OCG,IDNJI,2017,2047,22
ID-JB,OIL,IDNJB,1976,2006,2
ID-JB,OIL,IDNJB,1978,2008,1
ID-JB,OIL,IDNJB,1979,2009,2
ID-JB,OIL,IDNJB,1980,2010,1
ID-JB,OIL,IDNJB,1981,2011,1
ID-MA,OIL,IDNMA,1983,2013,1.05
ID-MA,OIL,IDNMA,1988,2018,19.2
ID-MA,OIL,IDNMA,1998,2028,8
ID-NB,OIL,IDNNB,1987,2017,18.9
ID-NB,OIL,IDNNB,1993,2023,30.4
ID-KS,COA,IDNKS,2000,2030,65
ID-KS,COA,IDNKS,2000,2030,65
ID-KS,COA,IDNKS,2000,2030,65
ID-KS,COA,IDNKS,2000,2030,65
ID-KS,COA,IDNKS,2000,2030,65
ID-KS,COA,IDNKS,2000,2030,65
ID-SN,OIL,IDNSN,1985,2015,11.25
ID-BA,OIL,IDNBA,1985,2015,21.35
ID-BA,OIL,IDNBA,1994,2024,42
ID-BA,OIL,IDNBA,1993,2023,20.1
ID-BA,OIL,IDNBA,1994,2024,42
ID-BA,OIL,IDNBA,2011,2041,54
ID-BA,OIL,IDNBA,2015,2045,200
ID-KI,OIL,IDNKI,1988,2018,25.6
ID-KI,OIL,IDNKI,1989,2019,12.16
ID-AC,OIL,IDNAC,1978,2008,2.2
ID-AC,OIL,IDNAC,1986,2016,38.22
ID-AC,OIL,IDNAC,1981,2011,4.04
ID-AC,OIL,IDNAC,1984,2014,2.296
ID-AC,OIL,IDNAC,1985,2015,3.28
ID-AC,OIL,IDNAC,2010,2040,10.35
