Datetime,AS-BRN-XX,AS-IDN-JW,AS-IDN-KA,AS-IDN-ML,AS-IDN-NU,AS-IDN-PP,AS-IDN-SL,AS-IDN-SM,AS-KHM-XX,AS-LAO-CE,AS-LAO-NO,AS-LAO-SO,AS-MMR-XX,AS-MYS-CE,AS-MYS-EA,AS-MYS-NO,AS-MYS-SH,AS-MYS-SK,AS-MYS-SO,AS-PHL-LU,AS-PHL-MI,AS-PHL-VI,AS-SGP-XX,AS-THA-CE,AS-THA-NE,AS-THA-NO,AS-THA-SO,AS-VNM-CH,AS-VNM-NC,AS-VNM-NO,AS-VNM-SC,AS-VNM-SO
21/11/2015 17:00,4.5,12.314,12.596,5.64,13.16,23.124,0,14.476,11.3,26.7,6.3,20.7,12.7,20.1,12.6,10.8,1.8,22.5,19.3,32,0.9,0.7,11.9,0.2,29.4,6.9,16.3,15.5,31.7,22,5.2,17.7
21/11/2015 18:00,8.6,11.562,11.28,6.956,15.416,24.628,0,12.314,17,31.1,8.2,19.2,14.4,18.9,11.8,13,0.9,15.5,21,28,2.1,1.8,12,0.2,29.5,6.5,20.1,14.7,32.8,23.3,5.3,12.1
21/11/2015 19:00,9.3,10.716,20.116,6.768,15.04,22.748,0,11.092,20.7,34.3,11,16.5,17.5,16.8,10.1,13,0.7,12.4,22.4,30.5,1.4,3.9,11.8,1.3,29.1,7.3,19.7,15.1,35.2,25.9,5.5,15.3
21/11/2015 20:00,9.4,11.28,26.696,6.768,16.168,22.748,0,9.306,22,33.3,12.5,15.1,20.9,16.3,9.3,12.2,0.8,13.4,24.1,35.4,0.6,7.4,13.2,3.7,28.9,5.5,18.4,17,38.2,28.6,7.2,35.3
21/11/2015 21:00,7.3,11.28,26.32,6.768,15.98,17.484,0.376,6.486,20.6,29.1,11.3,17.4,24.8,14.5,8,11.2,1.3,19.4,24.6,38.6,0.2,11.4,14.8,6.8,27.9,3.5,18.3,16.7,32.9,30,10.6,49.4
21/11/2015 22:00,5.2,10.434,25.944,6.58,13.348,5.828,0.564,3.854,9,25.9,8.7,18.5,27.8,10.2,7.1,8.7,5.7,21.3,24.3,38.6,0.2,15,19.4,10.2,28.5,2.8,15.9,15.7,29.7,30.5,13.3,58.7
21/11/2015 23:00,2.4,9.87,17.484,3.76,11.092,2.068,0.376,2.538,3.7,24.6,8.4,13.9,27.3,6.9,7,6.7,8.4,4.9,25.3,36.9,0.3,15.9,26.4,14,27.9,2.7,13.9,13.5,33.3,30,11.5,58.3
22/11/2015 00:00,0.2,9.494,9.212,2.82,8.836,6.016,0.188,1.598,3.9,19.1,3.3,3.4,24.4,4.4,2.7,4.6,3.5,0.5,20.4,39.3,0.7,18.2,25.1,9.3,13.3,3.5,8.4,7.6,27.9,21.4,6.1,51.6
22/11/2015 01:00,0,8.648,11.844,2.068,5.64,5.452,0.752,0.47,5.3,27.2,2.3,12.3,11.4,4.3,5,10.7,0.6,2,11.9,43.5,0.8,16.7,20.6,6.2,16,5.1,6.6,14,40.5,16.7,8.5,41.5
22/11/2015 02:00,0,8.272,8.46,1.504,4.136,4.888,1.504,0.282,5.6,42.2,4.3,13.1,1.4,4.8,6.2,14.9,0.3,1.4,14.9,41.3,0.9,13.1,22.6,9.3,17.8,6.9,4.7,22.5,53.2,16.7,10.8,29.8
22/11/2015 03:00,0,11.092,3.76,1.692,3.196,6.204,1.88,0.282,4.6,58.6,7.6,9.8,0.3,6.2,7.6,18.2,0.1,0.2,15.7,35.8,1.2,10.6,21.5,11.2,15.6,6,4.2,25.7,60.9,15,15.5,22.7
22/11/2015 04:00,0,17.954,4.136,2.444,3.384,6.58,2.068,0.282,4.2,66.6,10.5,9.5,0.2,8.6,9,22.7,0,0,15.9,30,1.8,8.8,20,8.9,14,2.4,5.1,26.8,64.4,12.2,21.2,19.6
22/11/2015 05:00,0.2,24.91,6.58,2.444,4.7,4.136,2.256,1.128,4.2,71.4,12.1,9.3,1.1,11.8,9.3,28.8,0,0,16.1,24.3,2.8,6.9,18.6,5.9,13.2,0.5,6.1,25.1,65.3,10,25.2,20.1
22/11/2015 06:00,0.7,30.55,8.648,2.444,6.204,5.452,6.956,2.35,4.6,71.4,12.4,7.9,2.2,12.7,8,33.8,0,0,15.9,18.2,4.1,5.1,16.4,3.2,12.5,0.2,7.1,20.4,62.6,8.3,26.4,22.5
22/11/2015 07:00,1.4,34.498,7.144,3.008,5.828,3.76,14.664,5.64,4.6,67.4,12.6,6.7,4.1,10.9,7.6,31.7,0,0,15.4,12.6,5.3,3.7,14.4,1.4,12.6,0.1,7.2,13.4,60.5,6.8,23.1,22.5
22/11/2015 08:00,1.3,34.78,2.632,3.948,8.836,2.632,18.424,10.434,3.6,52.7,11.1,4.1,8,8.5,9.3,24.6,0.1,0,14.5,8.4,6.1,3,12.9,0.5,13.3,0.1,6.4,12.6,55,5.5,17.4,21
22/11/2015 09:00,2,31.396,2.82,4.7,13.536,4.136,12.596,14.006,2.8,36.2,11.4,3.6,12.2,6.8,9.3,17.8,0.8,0.1,14.9,6.2,7.2,3,12.1,0.4,14.5,0.2,4.7,18.1,54.1,5.6,21,24.8
22/11/2015 10:00,6.5,26.132,7.896,4.888,17.484,3.76,6.768,15.322,2.7,46.3,17.1,8.5,20.4,6.6,10.6,14,4.7,2.5,14.5,6.5,7.6,3.2,10.8,0.5,15.3,0.9,4.3,24.8,51.9,7.1,25.6,25.8
22/11/2015 11:00,9.7,20.21,10.528,5.64,16.356,2.256,7.332,13.254,3.4,48.1,22.8,21.8,34.1,7.7,16.4,15.5,8,7.6,17.1,7.3,6.7,3.7,10.4,0.6,16,2.7,4.1,24.1,46.4,10.8,24.1,25.2
22/11/2015 12:00,8.7,16.732,8.46,6.956,18.236,0.564,9.776,15.04,4.9,44.6,22.1,34.2,31.8,10.1,16.7,16,7.4,11.5,16.7,8.4,5.4,4.4,8.4,0.9,13.8,4.5,4.2,22.6,40.4,14.8,20.2,23.3
22/11/2015 13:00,5.8,15.04,6.016,7.52,17.86,0,13.912,17.578,6.1,44.2,18,35.6,19.5,12.5,14.1,15.9,4.6,12.3,13.6,10,5.3,5.5,6.1,1.5,10.6,5.1,4.3,20.1,34.3,19.9,15.4,24.5
22/11/2015 14:00,2.9,14.664,5.264,13.536,16.92,0.188,17.296,17.484,5.8,39.5,14.3,31.3,9.9,14.1,15.5,15.5,1.3,12,12.2,12.1,6.1,7.3,4.4,1.9,8.3,5.1,4.5,15.7,30.7,24.3,9.3,24.5
22/11/2015 15:00,1.8,14.1,4.7,14.664,16.168,0.752,17.296,15.416,4.1,37.4,12.4,30,5.8,15.2,19.3,14.5,0.2,7.6,12.6,14,8.1,8.3,3,1.6,8,4.4,5.4,11.3,27.4,27.9,4.9,23.1
22/11/2015 16:00,1.7,12.784,7.896,13.912,16.544,0.188,14.664,12.878,3.2,34.9,13.5,28.6,9.8,16.7,20.5,13.1,0,3.7,13.2,15.3,9.5,8.4,3,1,9.4,3,6.5,9.7,25.5,30.2,5.4,23.1
22/11/2015 17:00,1.7,11.938,10.34,13.16,16.168,0.188,10.716,10.152,4,35.5,16.1,21.1,12.4,20.1,19.3,12.5,0,1.4,15.6,16.3,9.5,8.9,6.4,0.6,13.2,0.6,7.1,8.1,23.3,35.2,6.8,24.8
22/11/2015 18:00,2,12.314,15.04,11.28,16.544,0.376,9.024,7.144,5.9,37.6,17,20.8,16.5,21.5,16.8,13.3,0,0.5,21.4,18.7,7.4,9.4,13.1,0.5,16.2,0.2,7,6.4,20.9,43.8,10.1,25.3
22/11/2015 19:00,2.4,13.63,24.252,9.024,17.672,1.504,7.144,6.956,6.5,38.1,17,21.1,21.3,21.2,15.7,12.8,0,0.1,26.4,21.9,4.1,10.4,19.9,0.5,19.1,0.4,6.9,4.9,19.1,56.3,16,25.9
22/11/2015 20:00,2.4,15.416,21.056,7.52,17.86,2.82,6.58,7.144,4.5,37,11.8,20.5,24.3,21.1,14.4,11.8,0,0,28.9,25.1,1.3,11.8,24.8,0.5,19.5,0.6,7.3,4.1,19.6,65.3,19.4,26.8
22/11/2015 21:00,2.2,16.544,6.016,8.46,14.852,3.948,4.512,7.52,1.9,33.8,5.9,21.1,25.2,21.3,13.8,8.9,0,0,27.4,25.2,0.2,11.2,26.7,0.8,20.1,2.9,7.7,2.8,17.8,61.5,24.1,24.5
22/11/2015 22:00,2.7,15.228,9.024,8.084,10.716,0.376,3.572,7.52,0.3,21.7,3.9,25.1,28.3,20.2,13.7,6.6,0,0,23.4,24.1,0,10.2,26.1,0.9,22.9,3.2,6.9,1.7,20.5,65.9,20.2,20.1
22/11/2015 23:00,2.2,13.254,6.016,2.82,9.212,0,2.068,6.392,0.5,18.3,2.9,30.6,22.7,17.8,12.4,5.2,0.1,0,18.1,18.9,0,8.4,20.5,0.8,25.2,1.2,6.2,1.5,19.2,68.2,16.5,19.2
23/11/2015 00:00,0,9.776,0.188,2.632,6.392,0,1.128,4.7,0.8,14.3,2.3,20.7,22.8,10.6,5.1,4.2,0,0,9.6,18.5,0,9.4,12.6,0.4,20.1,3.4,3.9,0.4,13.2,55,12.4,17.7
23/11/2015 01:00,0,5.828,0.188,2.632,3.384,0.188,0.94,2.538,8.5,26.7,4.7,10.5,5.4,7.1,16.6,14.6,0,0,9.7,19.5,0,9.6,10,1.5,26.2,23.8,1.1,1.3,16.7,50.8,12.4,16.7
23/11/2015 02:00,0,3.478,1.692,1.692,2.068,0.94,2.068,1.316,23.4,37.9,5.8,16.1,1.4,5.7,13.3,22.5,0,0,10.8,20.1,0,9.3,11.2,3,24.8,30.2,0.4,2.9,23.5,47.5,10.4,19.4
23/11/2015 03:00,0,3.854,4.512,0.564,1.88,4.324,3.008,1.316,36.4,48.8,4.9,17,1.7,5.1,10.8,28.4,0,0,10.1,19.2,0,9.1,11.3,2.2,18.7,26.8,0.3,3.8,27.4,40.4,10.7,23.2
23/11/2015 04:00,0,7.332,9.212,0,3.384,10.904,3.572,2.162,46,51.9,3.5,13.9,1.8,7.2,11.8,32.8,0.1,0,8.4,17.3,0.1,9.2,10.4,0.8,14.7,21,0.1,5.7,29.5,30.5,11.2,26.9
23/11/2015 05:00,0,12.972,13.912,0,5.076,14.288,4.888,3.008,51.6,52.9,1.9,10.7,1.6,9.5,13.6,35.2,0.1,0,7,14.6,0.5,9,10,0.2,13.3,18.6,0.1,8.3,29.9,20.5,12.1,31.2
23/11/2015 06:00,0,20.21,15.604,0,6.58,9.964,5.828,4.418,52.3,47.9,1,7.6,1.1,11.2,14.8,34.6,0.5,0.1,6.1,11.7,1.2,8.9,9.3,0.1,13.4,19.5,0,10.5,28.8,13.6,14.4,35.7
23/11/2015 07:00,0,33.37,12.22,0,7.144,3.76,7.144,6.016,48.9,41,0.9,6,3.1,11.7,13.3,32,0.5,0.2,5,9.8,2.8,9.3,8.2,0,13.3,22,0,11.7,27.4,9.5,17.2,36.7
23/11/2015 08:00,0.1,42.676,5.64,0.188,7.332,12.972,14.476,8.084,44.1,35.5,0.9,4.5,5.9,11.6,9.8,24.6,0.4,0.2,3.9,9.3,5.6,10.6,6.8,0,12.3,14.8,0.1,14,23.9,6.8,18.2,34.4
23/11/2015 09:00,0.3,41.172,3.196,1.128,6.392,30.832,16.544,9.306,33.2,34.7,0.8,7.2,8.4,10.7,12.1,19.9,1.6,0.1,4.5,11.4,8.9,12.6,6.8,0,10.4,11.7,0.3,15.7,15.5,6,15.7,27
23/11/2015 10:00,2.3,33.37,6.204,1.316,10.716,26.696,15.604,9.494,27.4,41,1.3,21.2,15.5,9,12,17.8,7.6,2.5,7.4,14.3,11,15.9,8.4,0.1,10.5,13.7,0.8,20.9,18.8,6.4,19.6,24.7
23/11/2015 11:00,5,21.996,9.964,1.128,15.04,24.816,14.476,9.87,33.3,31.1,0.7,34.9,25.8,7.8,15.5,16.8,9.3,9.9,11.7,16,11.7,18.8,11.8,0.5,13.5,19.4,2,23.6,21.5,7.7,18.8,28.6
23/11/2015 12:00,5.4,13.16,10.716,0.752,14.852,23.312,12.408,8.93,39.4,20.2,0.5,33.7,21.9,6.4,17.9,15.1,10.5,14.6,15,16.1,11.7,21.2,15.2,2.5,16.1,16.2,3.7,21.9,21.4,8.9,17,32.9
23/11/2015 13:00,3.7,8.366,12.784,0.376,16.732,20.116,10.152,8.742,41,15.2,0.3,29.7,13.6,4.9,21.2,13.6,11.8,13,17.9,16.1,11.6,23.6,18.7,6.9,18.1,11.2,6,20.1,22.2,9.8,16.8,36.3
23/11/2015 14:00,1.6,6.392,11.468,0.188,15.98,20.304,7.896,9.494,39.8,15.7,0.3,28,12.2,3,22,12.5,8.5,9,21.1,16.9,12.2,26.1,22.1,13.1,19.9,9.3,8.6,16.7,21.4,14.2,16.7,39.9
23/11/2015 15:00,0.2,4.982,9.964,1.88,11.656,19.552,6.392,9.964,35.5,16.9,0.3,24.2,10.3,1.6,18.3,11.9,2.4,7.4,23.3,16.6,12.8,28.3,22,21.3,21.4,8.4,9.1,16.2,20.8,20.9,16.7,44.2
23/11/2015 16:00,0,3.948,11.468,5.452,7.708,18.988,5.828,9.87,31.1,14.7,0.7,21.8,11,1.1,15.6,12,0.2,7.1,23.6,17.8,13.4,29.3,19.5,29.4,24.5,5.3,10.7,16.2,20.1,26.8,16.4,47.6
23/11/2015 17:00,0,3.478,13.912,8.272,5.452,15.416,5.076,9.682,28.8,15.9,0.7,20.5,18.4,1.3,13.2,13.4,0,7.2,22.2,19.2,13.2,29.7,16.7,31.5,28,5.1,12.7,16.3,20.6,30.6,15.2,48.8
23/11/2015 18:00,0,3.948,10.152,9.024,5.452,13.912,6.58,8.742,27.2,15.2,0.6,21.1,22.3,2.2,9.7,15.4,0,6,19.2,23.5,12.8,32.3,14.2,32.8,28.3,11.2,11.2,16,22.1,30.8,13.5,48.2
23/11/2015 19:00,0,4.794,6.392,8.46,6.392,11.28,8.648,6.862,25.5,12,0.6,18.8,23.1,3,6.7,18.2,0.1,6.5,17.5,25.1,12.3,34,13.3,35.1,25.9,12.7,10.2,14.3,22.5,28.5,12.6,46
23/11/2015 20:00,0.3,5.452,5.452,7.896,6.768,9.588,10.152,5.17,23.4,11.8,0.8,16.7,26.3,3.1,4.7,19.3,0.1,8.3,18.3,26.5,12.2,35.2,14,40.1,20.4,12.6,9.3,12.9,22.9,27.2,13.1,45.7
23/11/2015 21:00,2.6,5.452,4.324,6.956,6.58,5.64,9.776,3.854,24.9,20.6,1.4,16.7,24.7,2,3.6,17.6,0,6.8,18.5,24.3,11.1,34.6,15.8,50.2,18.5,12.4,10,11.5,25.9,27.8,12.2,46.8
23/11/2015 22:00,6.7,5.076,2.256,2.632,5.64,0.564,10.34,3.384,27.5,21.4,2.7,25.4,24.6,1.2,2.7,15.2,0,2.9,20.1,21.7,10.5,34.3,17.3,53.8,16,11.2,11.2,10.6,24.5,29.5,11.5,47.7
23/11/2015 23:00,5.9,5.076,0.752,0.188,3.76,1.128,2.82,2.35,26.8,23.1,4.5,29.1,24.1,1.1,2.5,12.7,0,0.4,19.5,19.2,9.2,31.7,15.7,56.6,14.2,8.8,10.9,8.9,23.5,30.9,11.7,50.2
24/11/2015 00:00,0.7,4.982,0.188,0,1.504,1.128,0.376,0.752,20.6,22.1,4.3,14.2,21.2,1,0.6,7.2,0,0,9.9,18.4,7.6,29.4,9,57.4,10.4,10.6,8.3,4.5,18.8,28.3,10.2,50.6
24/11/2015 01:00,0.1,5.546,0,0,0.376,2.632,0.188,0.752,43.4,23.2,6.7,10.1,14.5,0.9,1,9,0.2,1.1,7.7,19.6,5.7,33.7,5.9,46,10.4,14,6,8.6,18.6,31.1,15.5,55
24/11/2015 02:00,0.6,7.332,0.752,0,0.752,6.768,0.188,0.47,52.4,19.3,13.9,7.1,6.9,0.8,1,10.6,0.2,4.5,7.8,20.1,5,32.5,5.7,30,22.1,15.8,7.7,9,25.5,38.8,12.6,59.8
24/11/2015 03:00,1.8,9.306,2.632,0,0.752,13.724,0.376,0.564,57.5,31.1,11.2,6.1,3.8,1.2,0.9,11.7,0.2,4.6,7.8,20.6,5.8,31.6,5.4,22,33,15.4,8,10.6,28.9,38.8,13.1,63.7
24/11/2015 04:00,3.4,11.468,8.084,0,0.564,24.628,0.94,1.316,60.7,48,3.7,5.5,2.2,2,1.2,11.9,0.2,1.9,7.5,20.1,6.6,31.2,5,13.1,36.5,13.2,8.8,13.3,32,34.8,14.4,61.2
24/11/2015 05:00,4.8,14.946,10.904,0,1.504,29.704,1.88,2.632,64.1,44.4,0.6,5.3,1.6,2.7,2.1,11.2,0.1,0.8,6.7,18.2,6.8,30.2,4.2,7.8,36.8,10.3,8.7,15.4,35.1,29.1,15.5,57.4
24/11/2015 06:00,5.2,18.612,10.34,0,2.444,28.952,3.008,4.7,67.2,40.1,0.1,5,2,3.1,3,10.1,0,0.7,5.8,15.9,6.3,25.9,3.4,5.9,34.3,8.8,3.8,16.5,36.4,23.9,16.3,55.8
24/11/2015 07:00,3.5,22.654,10.152,0,3.948,25.568,6.956,7.896,68.5,33.7,0,3.5,3.4,3.4,3.2,9.8,0,0.6,5.4,12.5,5.7,20.8,2.5,5.3,30.2,7.1,1.1,16.3,35,19.5,16.1,51.3
24/11/2015 08:00,0.6,25.756,6.016,0,5.452,28.012,11.28,13.066,65.8,21.4,0.4,2.7,5.7,3.6,3.3,10.1,0,0.1,5.5,9.9,5.8,17.8,1.8,6.1,24.5,7.1,0.9,12.4,31.5,17,11.4,42.6
24/11/2015 09:00,0,25.38,6.58,0,10.904,25.004,10.152,18.988,54.5,15.8,0.7,6.5,8.6,4.5,2.3,8.8,0,0,5.4,9,6.7,18.1,1.1,8.4,18,12.9,1.3,9.9,24.5,18.1,7,34.3
24/11/2015 10:00,0,21.432,16.92,0,14.288,20.116,10.716,21.338,43.8,32,0.3,11.1,13.8,5.5,0.9,8.3,0.9,0,4.5,12.2,7.5,19.2,0.5,5.5,13.7,22.6,1.3,15.6,30.8,24.8,7.5,29.7
24/11/2015 11:00,0,16.638,23.312,0,11.468,28.012,6.204,21.432,35.5,28.8,0.2,17.9,21.4,7.1,1.1,7.2,4.8,0.3,6.2,16.3,7.9,20.9,0.4,2.7,12.7,31,2.1,16.7,31.4,30,7.4,24.6
24/11/2015 12:00,0,11.562,29.14,0,7.896,34.216,6.956,15.416,30,24.1,0.2,19.8,21.9,7.6,1.8,6.1,8.6,2.3,9.5,22.5,7.1,22.8,1,1.5,12.2,34.3,3,13.2,28.9,29.4,5.1,21.7
24/11/2015 13:00,0.1,8.46,28.952,0.564,6.768,35.344,6.392,15.886,28.4,17.2,1.2,18.5,22.8,7,2.5,5.7,11.3,10.6,13.7,27.3,5.4,26.1,2.5,0.5,13.6,36.8,4.7,10.4,26.5,25.1,2.7,17.9
24/11/2015 14:00,0.8,7.144,30.268,1.692,6.392,33.088,5.452,12.596,25.9,17.9,1.9,17.5,19.4,6,3.4,5.9,9,23.5,17.5,31.5,2.6,30.2,4.7,0.3,15.8,40.9,7.2,7.6,23.5,21.5,2.4,14.6
24/11/2015 15:00,1.9,7.332,28.576,2.82,7.332,25.192,4.324,9.4,22.5,22.3,2.3,15.6,17.2,5.9,5.5,6.4,6.4,30.9,21.8,33.7,1.6,33.4,8.4,0.8,16.8,41.5,8.9,6.7,22.5,19.2,5.7,12
24/11/2015 16:00,2.5,8.084,28.952,3.948,8.46,20.868,5.076,5.546,19.5,21.4,2.6,14.4,20.5,6.6,7.6,6.9,2.1,22.3,26.9,35.1,2.1,36.7,13.5,1.3,16.7,33.8,10.2,9.6,24.1,17.9,9.3,9.7
24/11/2015 17:00,2.5,9.212,27.636,4.888,7.896,20.304,8.272,3.008,19.3,22.4,3.8,13.5,25.4,7.1,8.3,7,0.2,14.1,32.3,36.4,2.4,39.8,21.8,1.8,17.9,30,11.7,11.8,25.6,18,2.6,8.9
24/11/2015 18:00,1.7,10.246,21.62,4.888,7.708,22.748,9.024,2.632,19.6,24.9,7,17.2,31.1,7.6,8.3,6.4,0,12.5,36.1,38.2,2,42.4,31.9,2.6,20,37.6,12.6,7.5,28.8,18.5,0.3,10.1
24/11/2015 19:00,0.9,10.81,13.724,4.888,8.836,23.312,6.768,5.17,20.5,26.4,10.1,18.1,29.6,7.6,7.9,5.3,0,11.4,37.9,39.2,1.8,43.1,41,2.8,22.7,45,12.1,5.4,32,17.6,1.1,12.4
24/11/2015 20:00,0.8,11.092,12.408,6.204,10.904,21.996,4.324,7.614,20.9,27.4,9.3,17.7,29.8,6.9,8.5,2.5,0,11.2,36.9,39.5,2,44.7,46.4,3.7,24.8,42.2,10.8,7.6,30.3,15.5,4.8,13.9
24/11/2015 21:00,0.8,9.776,12.032,5.264,10.152,16.356,3.196,9.118,20.3,24.1,6.8,14.8,34.9,4.5,5.3,0.6,0,11.2,31.5,37.3,1.7,46,44.7,6.7,25.3,31.1,8.5,10.1,22.7,13.7,9.2,14
24/11/2015 22:00,0.8,7.99,17.484,2.632,6.016,7.896,1.692,8.366,18.4,18.5,5.4,12.9,39.1,1.7,1.7,0.1,0,14.5,24.5,35.1,1.1,43.7,39.1,10.5,23.8,16.9,5.8,12.5,18.9,13.6,11.3,13.3
24/11/2015 23:00,1.2,6.486,10.528,1.128,2.444,11.844,0.376,6.486,15.7,13,4.8,13.1,41.4,0.3,0.5,0,0,4.9,22.5,31.5,0.5,36.5,35.2,13.5,19.5,6.4,4.2,10.8,18.2,13.2,10.7,12.7
25/11/2015 00:00,0,4.794,11.28,0.564,0.752,23.5,0.188,1.034,12,4.1,1.9,4.7,36.7,0,0.2,0,0,0,12.3,34.3,0.4,30.5,27.3,13.1,7.7,3.4,2.9,4.2,12.3,9.2,7.6,11.1
25/11/2015 01:00,0,3.196,11.092,0.188,0.376,25.004,0.188,0,22.3,6.8,1,2,13.3,0,0.2,0,0.1,0,8.7,37.9,0.1,30.5,21.5,9.4,7,2.4,1.5,11.6,13,7,11.1,12.7
25/11/2015 02:00,0,3.008,9.024,0.188,0.188,25.38,0.188,0.094,23.1,11.8,0.4,1.1,4.3,0,0.1,0,0.1,0,6.7,37.6,0,28,19.1,11.2,8,1.7,2.5,16.4,12.7,4.7,16.7,12.1
25/11/2015 03:00,0,5.17,8.084,0.752,0.376,29.516,0.752,0.094,20.4,15.5,0,0.2,6.2,0,0.1,0.1,0.3,0,4.6,34.3,0,24.9,15.8,10.3,5.8,1.2,1.7,19.7,11.3,2.8,17.8,12.1
25/11/2015 04:00,0,9.87,7.332,3.196,2.444,36.848,1.88,0.376,18.4,14.8,0,0.1,4.7,0.2,0.2,0.2,0.7,0,3.9,30,0,21.7,13.1,8.7,3.1,1.4,0.4,24.1,11.6,1.8,17.7,13.6
25/11/2015 05:00,0,16.544,7.52,5.64,6.956,28.952,4.324,0.94,16.8,15.5,0,0.4,1.2,0.9,0.3,0.4,0.7,0.2,4.1,25.4,0.1,18.4,11.3,7.9,1.4,2.4,0.3,29.9,13.5,1.3,18.3,15.9
25/11/2015 06:00,0,23.594,8.836,7.896,12.596,23.312,8.46,1.692,15.1,18.3,0,1.1,0.4,1.7,0.4,0.5,0.2,1,3.9,20.6,0.8,15.8,9.9,7,0.6,4.1,0.2,36.7,17.5,1.2,18.5,18.6
25/11/2015 07:00,0.2,27.824,9.964,9.4,17.484,27.448,12.596,2.35,13.5,21.3,0.1,1.9,1.8,1.7,0.4,0.6,0,1.4,3.2,15.3,2,13.1,8.9,5.3,0.2,5.4,0.1,36.2,21.9,1.7,15.8,21
25/11/2015 08:00,0.6,28.67,7.52,10.34,20.68,34.404,13.536,4.606,11.7,21.4,0.1,3.7,3.9,1.4,0.5,0.6,0,1.4,2.6,11.8,2.8,10.6,7.6,2.6,0.1,6,0.4,27.2,22.3,4.7,12,24.4
25/11/2015 09:00,1.9,28.2,4.888,11.844,21.244,42.864,11.092,9.494,11.5,14,0.1,8,6.2,1.1,0.3,0.5,0.2,2.6,2.6,10.4,3.8,8.7,7.3,1.5,0.1,5.8,2.1,22.7,17.3,9.6,11.8,26.4
25/11/2015 10:00,4.2,27.542,12.784,13.536,19.364,48.128,11.656,16.92,13.7,14.4,0,18.4,15,0.6,0.1,0.6,1,9.3,3,11.8,4.2,8.3,7.3,1.2,0.1,4.5,3.6,24.3,20.7,17.6,12.6,30.2
25/11/2015 11:00,4.1,25.098,21.432,14.664,14.664,54.332,15.604,20.68,16.9,16.4,0,31.9,29.5,0.5,0.6,0.9,1.7,17.7,4.4,14.2,3.6,8.6,7.8,0.6,0,3,6,19.3,26.7,25.2,8.6,34.4
25/11/2015 12:00,1.9,21.902,22.936,15.792,12.784,53.016,13.348,17.296,19.3,14.6,0.1,33.9,32.9,0.3,1.2,1.2,2.7,16.4,5,16.7,3.6,10,7.3,0.4,0,2.5,9.5,16.3,27,28,5.4,37.3
25/11/2015 13:00,0.8,19.74,22.184,16.356,10.528,40.984,11.28,12.972,20.6,20.7,0.1,34.4,29.1,0.1,1.3,1.4,4.9,14.4,4.6,17.1,3.3,12.5,5.7,0.2,0,2.8,14,13.8,27,27,2.9,41
25/11/2015 14:00,0.3,18.424,25.192,17.296,7.708,32.712,11.656,12.784,20.1,18.6,0.1,34.1,22,0,1,1.9,8,10.8,3.8,17.5,3.9,15.9,4.1,0.2,0,4.3,18.5,11.2,25.5,26.1,1.3,43.3
25/11/2015 15:00,0,17.484,25.568,18.424,5.828,27.636,11.844,13.348,18.1,14.9,0,30.5,15.8,0,0.5,2.4,8.5,4.3,2.8,19.9,4.8,20.6,2.7,0.1,0,6.6,20.7,8.3,23,27.1,0.7,43.5
25/11/2015 16:00,0,14.946,29.328,19.928,5.828,26.508,12.408,11.562,15.4,11.9,0,27,12.4,0,0.1,1.9,4.7,0.4,1.7,22.3,4.9,25.9,1.6,0,0.2,6.7,21.4,5.6,20.1,26.6,1.1,43.4
25/11/2015 17:00,0.7,13.912,31.208,19.552,5.64,24.628,12.22,9.588,13.4,10.7,0,29.1,15.3,0.1,0,0.5,0.8,1,0.8,26.1,4.8,29.2,1,0,1.1,2.3,21.9,4.8,18.4,26.7,2.1,43.6
25/11/2015 18:00,2.3,14.288,27.072,18.236,5.076,24.628,11.468,12.502,12.3,8.6,0,23.5,20.1,0.2,0,0,0,6.1,0.5,29.1,4.8,32,0.8,0,3.8,0.5,20.3,5.8,17.3,27.2,3.4,42.4
25/11/2015 19:00,3.9,15.51,25.38,15.04,4.7,23.312,9.588,13.63,11.5,8.7,0.2,22.9,24.9,0.3,0,0,0,11.1,0.5,29.6,4,35.8,0.8,0,8.8,0.5,16.7,7.7,17.7,28.2,4.8,40.2
25/11/2015 20:00,6.1,17.672,26.132,12.032,4.888,25.004,7.708,12.69,11.7,9.7,0.8,21.3,26.2,0.5,0.2,0.1,0.2,15.9,0.5,29.5,1.8,40.7,1,0,14.9,4.6,14.1,9.5,20.1,28.9,6.3,36.8
25/11/2015 21:00,8.7,16.638,19.552,11.844,5.64,12.972,7.708,8.742,12.4,10.1,1.1,22,27.1,0.5,1.5,0.2,0.3,20,0.4,28.5,0.5,42.8,1,0,19.9,8.3,14.2,12.6,22.1,27.4,7.9,31.3
25/11/2015 22:00,11,15.792,12.784,11.468,6.392,3.384,7.708,5.734,14.2,11.7,1,26.4,28.7,0.5,3.1,0.5,0.2,23,0.1,25.7,0.2,42,0.6,0,18.8,9.4,14.7,16.7,25.1,25.6,9.3,25.9
25/11/2015 23:00,5.4,14.758,6.58,10.152,4.512,0.188,6.956,3.572,13.3,12.7,1.4,27.1,29.8,0.5,3.5,0.9,0.1,10.6,0,19.7,0.4,38.8,0.4,0.2,15.1,7.8,15.4,15.2,29.1,25.9,10.1,20.7
