CUSTOM_NODE,FUEL_TYPE,START_YEAR,END_YEAR,CAPACITY,,,,
KHMXX,HYD,2011,2111,194,,,,
KHMXX,SPV,2021,2051,60,,,,
KHMXX,COA,2014,2044,1355,,,,
KHMXX,OIL,1998,2028,5,,,,
KHMXX,COA,2021,2051,50,,,,
KHMXX,SPV,2022,2052,136,,,,
KHMXX,SPV,2020,2050,289,,,,
KHMXX,HYD,2014,2114,246,,,,
KHMXX,BIO,2014,2044,2,,,,
KHMXX,WAS,2014,2044,25.2,,,,
KHMXX,SPV,2019,2049,9.8,,,,
KHMXX,HYD,2002,2102,12,,,,
KHMXX,HYD,2013,2113,578,,,,
KHMXX,OIL,2005,2035,30,,,,
KHMXX,OIL,1996,2026,18.6,,,,
KHMXX,HYD,2015,2115,246,,,,
KHMXX,HYD,2017,2117,400,,,,
LAOSO,HYD,1999,2099,152,,,,
LAOSO,HYD,2021,2121,160,,,,
LAOSO,HYD,2016,2116,322,,,,
LAONO,HYD,2018,2118,168,,,,
LAOCE,HYD,2020,2120,1070,,,,
LAOCE,HYD,1998,2098,440,,,,
LAOCE,HYD,2019,2119,381.56,,,,
LAOCE,HYD,2022,2122,650,,,,
LAOSO,HYD,2019,2119,699.8,,,,
LAONO,HYD,2019,2119,1484.5,,,,
LAOCE,HYD,2000,2100,60,,,,
LAOCE,HYD,2011,2111,40,,,,
LAONO,COA,2015,2045,1878,,,,
LAONO,HYD,2012,2112,120,,,,
LAONO,HYD,2015,2115,250,,,,
LAONO,HYD,2020,2120,342,,,,
LAONO,HYD,2016,2116,420,,,,
LAONO,HYD,2021,2121,210,,,,
LAOSO,HYD,2009,2109,76,,,,
LAOSO,HYD,2013,2113,250,,,,
LAOSO,HYD,2015,2115,88,,,,
LAOCE,HYD,2010,2110,100,,,,
LAOCE,HYD,1971,2071,275,,,,
LAOCE,HYD,2013,2113,615,,,,
LAOCE,HYD,2015,2115,180,,,,
LAOCE,HYD,2017,2117,86,,,,
LAOCE,HYD,2018,2118,104,,,,
MYSSO,CCG,1991,2021,660.3628562,,,,
MYSSO,OCG,1994,2024,350.373398,,,,
MYSEA,HYD,1997,2097,600,,,,
MYSCE,OCG,1993,2023,270,,,,
MYSCE,COA,1988,2018,1600,,,,
MYSCE,OCG,1996,2026,720,,,,
MYSCE,OCG,2016,2046,375,,,,
MYSCE,CCG,2000,2030,2420,,,,
MYSCE,SPV,2020,2050,113.5,,,,
MYSCE,SPV,2018,2048,50,,,,
MYSCE,OCG,1985,2015,564,,,,
MYSEA,SPV,2019,2049,66,,,,
MYSEA,SPV,2022,2052,116,,,,
MYSSO,COA,2006,2036,3100,,,,
MYSSO,SPV,2020,2050,33,,,,
MYSSO,OCG,2021,2051,1440,,,,
MYSSO,OCG,2017,2047,1900,,,,
MYSSO,SPV,2019,2049,29,,,,
MYSNO,OCG,1996,2026,1524,,,,
MYSNO,SPV,2020,2050,163,,,,
MYSNO,SPV,2018,2048,94,,,,
MYSNO,SPV,2019,2049,198,,,,
MYSNO,SPV,2022,2052,45,,,,
MYSCE,OCG,1999,2029,322,,,,
MYSCE,SPV,2019,2049,65,,,,
MYSCE,OCG,2008,2038,150,,,,
MYSCE,OCG,1995,2025,440,,,,
MYSCE,OCG,2021,2051,2242.2,,,,
MYSCE,OCG,2002,2032,720,,,,
MYSCE,OCG,2005,2035,1500,,,,
MYSCE,COA,2009,2039,3400,,,,
MYSEA,OCG,2003,2033,1422,,,,
MYSEA,OCG,2001,2031,310,,,,
MYSEA,SPV,2018,2048,20,,,,
MYSNO,OCG,2001,2031,640,,,,
MYSNO,COA,2002,2032,4100,,,,
MYSSH,BIO,2008,2038,12,,,,
MYSNO,OCG,2003,2033,650,,,,
MYSSH,OCG,2007,2037,380,,,,
MYSSH,OCG,2006,2036,113.8,,,,
MYSSH,OCG,2014,2044,385,,,,
MYSSH,SPV,2020,2050,50,,,,
MYSNO,HYD,1999,2099,54,,,,
MYSSH,OIL,2005,2035,64,,,,
MYSSH,OCG,1992,2022,112,,,,
MYSSK,COA,2009,2039,270,,,,
MYSSK,COA,1997,2027,403.6067609,,,,
MYSSK,OCG,1972,2002,104,,,,
MYSSK,COA,2019,2049,600,,,,
MYSSK,OCG,2010,2040,1159,,,,
MYSCE,OIL,1993,2023,407.587618,,,,
MYSNO,OCG,1999,2029,97.02647945,,,,
MYSNO,HYD,2016,2116,372,,,,
MYSNO,HYD,1977,2077,348,,,,
MYSNO,HYD,1984,2084,120,,,,
MYSNO,HYD,1963,2063,204.156051,,,,
MYSNO,HYD,1982,2082,71.08280255,,,,
MYSNO,HYD,1930,2030,39.98407643,,,,
MYSNO,HYD,1967,2067,300,,,,
MYSSH,HYD,1984,2084,75,,,,
MYSSH,OIL,1995,2025,46.31677477,,,,
MYSSH,OIL,1999,2029,98.19156252,,,,
MYSSH,OIL,1990,2020,70.40149765,,,,
MYSSH,OIL,1998,2028,55.58012973,,,,
MYSSK,HYD,1985,2085,108,,,,
MYSSK,OCG,1991,2021,472.5548907,,,,
MYSSK,HYD,2013,2113,944,,,,
MYSEA,HYD,1985,2085,400,,,,
MYSEA,HYD,2015,2115,265,,,,
MYSEA,OCG,1991,2021,1724.016797,,,,
MYSEA,OCG,1999,2029,194.0529589,,,,
MMRXX,OCG,1982,2012,70.8832336,,,,
MMRXX,HYD,2011,2111,375,,,,
MMRXX,HYD,2013,2113,219,,,,
MMRXX,HYD,2001,2101,144.9255978,,,,
MMRXX,HYD,1960,2060,168,,,,
MMRXX,HYD,2004,2104,75,,,,
MMRXX,CCG,2015,2045,102,,,,
MMRXX,HYD,2010,2110,790,,,,
MMRXX,CCG,2018,2048,34.7,,,,
MMRXX,HYD,2012,2112,74,,,,
MMRXX,HYD,2017,2117,65,,,,
MMRXX,HYD,2007,2107,25,,,,
MMRXX,HYD,2000,2100,20,,,,
MMRXX,HYD,2008,2108,684,,,,
MMRXX,COA,2018,2048,30,,,,
MMRXX,OCG,2014,2044,230,,,,
MMRXX,HYD,1989,2089,25,,,,
MMRXX,OCG,2018,2048,225,,,,
MMRXX,SPV,2021,2051,30,,,,
MMRXX,SPV,2019,2049,50,,,,
MMRXX,CCG,1974,2004,54.3,,,,
MMRXX,CCG,1978,2008,36.9,,,,
MMRXX,OCG,2019,2049,119,,,,
MMRXX,COA,2017,2047,85,,,,
MMRXX,CCG,2017,2047,230,,,,
MMRXX,OCG,2022,2052,135,,,,
MMRXX,HYD,1985,2085,56,,,,
MMRXX,HYD,2002,2102,30,,,,
MMRXX,COA,2004,2034,120,,,,
MMRXX,OCG,2013,2043,272.54,,,,
MMRXX,OCG,1995,2025,154.2,,,,
MMRXX,OCG,2004,2034,290,,,,
MMRXX,OCG,1997,2027,198,,,,
MMRXX,OCG,2016,2046,50,,,,
MMRXX,HYD,2005,2105,280,,,,
MMRXX,HYD,2015,2115,140,,,,
MMRXX,HYD,1998,2098,41.61783439,,,,
PHLLU,BIO,2018,2048,31,,,,
PHLVI,BIO,2019,2049,48,,,,
PHLVI,BIO,2015,2045,46,,,,
PHLVI,BIO,2013,2043,8.3,,,,
PHLMI,BIO,2013,2043,15,,,,
PHLLU,CCG,2016,2046,100,,,,
PHLVI,COA,1981,2011,98.46286696,,,,
PHLLU,COA,2017,2047,900,,,,
PHLLU,COA,1998,2028,1025,,,,
PHLLU,COA,2016,2046,384,,,,
PHLLU,COA,2013,2043,690,,,,
PHLLU,COA,2022,2052,1336,,,,
PHLLU,COA,2006,2036,52,,,,
PHLLU,COA,1996,2026,1155,,,,
PHLLU,COA,2000,2030,960,,,,
PHLLU,COA,1984,2014,900,,,,
PHLLU,COA,2015,2045,270,,,,
PHLVI,COA,2016,2046,135,,,,
PHLVI,COA,2010,2040,766,,,,
PHLMI,COA,2015,2045,300,,,,
PHLMI,COA,2017,2047,465,,,,
PHLVI,COA,1983,2013,122,,,,
PHLVI,COA,2019,2049,340,,,,
PHLLU,COA,1999,2029,1294,,,,
PHLMI,COA,2016,2046,733,,,,
PHLMI,COA,2006,2036,232,,,,
PHLMI,COA,2019,2049,552,,,,
PHLLU,GEO,1998,2028,1.5,,,,
PHLVI,GEO,1997,2027,218.5,,,,
PHLVI,GEO,1983,2013,814.9,,,,
PHLVI,GEO,2007,2037,49.4,,,,
PHLVI,GEO,1979,2009,330,,,,
PHLLU,GEO,2003,2033,362,,,,
PHLMI,GEO,1997,2027,180,,,,
PHLMI,GEO,1996,2026,234,,,,
PHLMI,GEO,1983,2013,114,,,,
PHLVI,GEO,2014,2044,40,,,,
PHLLU,GEO,1993,2023,110,,,,
PHLLU,GEO,1996,2026,15.7,,,,
PHLVI,GEO,1999,2029,109,,,,
PHLLU,HYD,1956,2056,105,,,,
PHLLU,HYD,1960,2060,140,,,,
PHLMI,HYD,1985,2085,413,,,,
PHLLU,HYD,1967,2067,218,,,,
PHLLU,HYD,1983,2083,1116,,,,
PHLLU,HYD,1950,2050,22.31210191,,,,
PHLMI,HYD,1953,2053,250,,,,
PHLMI,HYD,1979,2079,260,,,,
PHLMI,HYD,1992,2092,78.98089172,,,,
PHLLU,HYD,2001,2101,220,,,,
PHLLU,HYD,2003,2103,457.8,,,,
PHLLU,HYD,1977,2077,120,,,,
PHLLU,HYD,2017,2117,1,,,,
PHLLU,OCG,2002,2032,1628.071994,,,,
PHLLU,OCG,2000,2030,1094.8,,,,
PHLLU,OCG,2016,2046,420,,,,
PHLVI,OIL,2008,2038,78.8,,,,
PHLLU,OIL,2008,2038,775,,,,
PHLMI,OIL,2008,2038,272.7,,,,
PHLLU,OIL,1994,2024,223.7100221,,,,
PHLMI,OIL,2016,2046,10.5,,,,
PHLVI,OIL,2016,2046,23,,,,
PHLMI,OIL,2017,2047,10.9,,,,
PHLLU,OIL,1995,2025,602.118072,,,,
PHLMI,SPV,2004,2034,1,,,,
PHLLU,SPV,2019,2049,342,,,,
PHLLU,SPV,2017,2047,89.5,,,,
PHLLU,SPV,2016,2046,383.2,,,,
PHLLU,SPV,2021,2051,150,,,,
PHLLU,SPV,2020,2050,50,,,,
PHLLU,SPV,2022,2052,284,,,,
PHLMI,SPV,2016,2046,48.5,,,,
PHLVI,SPV,2018,2048,97.4,,,,
PHLLU,SPV,2018,2048,89.7,,,,
PHLVI,SPV,2015,2045,71,,,,
PHLVI,SPV,2017,2047,5.7,,,,
PHLVI,SPV,2016,2046,391,,,,
PHLMI,SPV,2018,2048,92.8,,,,
PHLVI,SPV,2014,2044,45,,,,
PHLMI,SPV,2019,2049,25,,,,
PHLMI,SPV,2022,2052,63,,,,
PHLLU,WON,2015,2045,144,,,,
PHLLU,WON,2005,2035,44,,,,
PHLLU,WON,2014,2044,231,,,,
PHLMI,WON,2020,2050,16,,,,
SGPXX,OCG,1982,2012,188.6625989,,,,
SGPXX,WAS,1992,2022,52.76471142,,,,
SGPXX,OCG,2010,2040,4092,,,,
SGPXX,OCG,2013,2043,800,,,,
SGPXX,OCG,2012,2042,1189,,,,
SGPXX,OCG,2002,2032,1540,,,,
SGPXX,OCG,2001,2031,2289,,,,
SGPXX,OCG,2017,2047,444,,,,
SGPXX,BIO,2000,2030,200,,,,
SGPXX,WAS,2009,2039,18.84453979,,,,
SGPXX,OIL,1988,2018,2278.785319,,,,
SGPXX,OIL,1999,2029,1111.602595,,,,
SGPXX,WAS,1986,2016,75.37815918,,,,
SGPXX,SPV,2021,2051,60,,,,
THANE,HYD,1972,2072,39.49044586,,,,
THACE,HYD,1981,2081,28.09781999,,,,
THACE,HYD,1980,2080,720,,,,
THACE,HYD,1984,2084,300,,,,
THANE,HYD,1966,2066,24.87898089,,,,
THANO,HYD,1986,2086,8.885350318,,,,
THANE,HYD,2001,2101,1000,,,,
THACE,HYD,1974,2074,18.75796178,,,,
THACE,OCG,2000,2030,741.8753298,,,,
THACE,COA,2010,2040,78.36464131,,,,
THANE,HYD,1965,2065,5.923566879,,,,
THACE,OIL,1971,2001,1232.026209,,,,
THANE,HYD,1987,2087,240,,,,
THANO,HYD,1992,2092,950,,,,
THANE,BIO,2007,2037,98,,,,
THACE,OCG,2016,2046,2521,,,,
THANE,BIO,2009,2039,22,,,,
THACE,BIO,2009,2039,37.8,,,,
THASO,BIO,2008,2038,8.8,,,,
THANE,COA,2008,2038,36,,,,
THANE,OCG,2016,2046,120,,,,
THACE,SPV,2020,2050,622.1,,,,
THANE,SPV,2020,2050,395,,,,
THACE,OCG,2021,2051,2500,,,,
THACE,OCG,1992,2022,3270,,,,
THACE,OCG,2013,2043,1733.9,,,,
THACE,OCG,2017,2047,1405.6,,,,
THASO,OCG,2003,2033,714,,,,
THASO,OCG,2009,2039,196,,,,
THASO,OCG,1999,2029,174,,,,
THASO,OCG,1997,2027,818,,,,
THASO,OCG,1998,2028,732,,,,
THASO,OCG,2017,2047,130,,,,
THACE,SPV,2015,2045,40,,,,
THANE,BIO,2004,2034,103,,,,
THANO,SPV,2015,2045,128,,,,
THANO,SPV,2013,2043,126,,,,
THASO,SPV,2020,2050,12,,,,
THANO,SPV,2020,2050,210.6,,,,
THANE,COA,1996,2026,34,,,,
THANO,CCG,1982,2012,150,,,,
THANE,OCG,1992,2022,710,,,,
THACE,SPV,2019,2049,38,,,,
THANE,BIO,2014,2044,41,,,,
THASO,OCG,2004,2034,315,,,,
THANE,SPV,2021,2051,104,,,,
THANE,WON,2016,2046,140,,,,
THACE,OCG,2010,2040,1498,,,,
THANE,OCG,2019,2049,256,,,,
THANE,WON,2019,2049,815,,,,
THASO,WON,2019,2049,10,,,,
THASO,WON,2015,2045,10,,,,
THACE,WON,2019,2049,45,,,,
THANO,WON,2012,2042,104,,,,
THANO,WON,2017,2047,24,,,,
THANO,WON,2013,2043,154,,,,
THANO,WON,2018,2048,478,,,,
THASO,OCG,2016,2046,970,,,,
THANO,WON,2019,2049,90,,,,
THACE,COA,1999,2029,857,,,,
THACE,BIO,2015,2045,323,,,,
THASO,WON,2017,2047,126,,,,
THACE,OCG,2015,2045,464,,,,
THACE,OCG,2018,2048,126.5,,,,
THANO,OCG,2015,2045,275,,,,
THANO,OCG,2011,2041,1436,,,,
THANO,OCG,2013,2043,234,,,,
THANO,OCG,2018,2048,254,,,,
THACE,COA,2012,2042,967,,,,
THACE,OCG,1996,2026,686,,,,
THACE,OCG,2005,2035,230,,,,
THACE,OCG,1998,2028,2852,,,,
THACE,OCG,2008,2038,1513,,,,
THACE,OCG,2006,2036,281,,,,
THACE,COA,2006,2036,1434,,,,
THACE,OCG,2003,2033,357,,,,
THACE,OCG,1999,2029,444,,,,
THACE,OCG,2022,2052,92,,,,
THACE,OCG,2007,2037,1628,,,,
THACE,COA,1995,2025,55,,,,
THACE,OCG,2002,2032,3645,,,,
THACE,OCG,2019,2049,99,,,,
THACE,OCG,2014,2044,1600,,,,
THACE,COA,2019,2049,150,,,,
THACE,BIO,2004,2034,73,,,,
THASO,OCG,2008,2038,1476,,,,
THANE,OCG,2001,2031,244,,,,
THACE,WON,2016,2046,60,,,,
THASO,WON,2020,2050,20,,,,
THANE,HYD,1971,2071,35.54140127,,,,
THANE,HYD,1994,2094,136,,,,
THANO,HYD,1974,2074,500,,,,
THASO,HYD,1981,2081,84,,,,
VNMSO,HYD,2004,2104,78,,,,
VNMSO,HYD,1995,2095,225,,,,
VNMSC,HYD,2001,2101,545,,,,
VNMCH,HYD,2009,2109,641.6,,,,
VNMCH,HYD,2010,2110,820.1,,,,
VNMCH,HYD,2011,2111,814,,,,
VNMSO,HYD,1988,2088,400,,,,
VNMCH,HYD,2000,2100,360,,,,
VNMCH,HYD,2006,2106,374,,,,
VNMSO,HYD,2012,2112,110,,,,
VNMSO,HYD,2011,2111,113,,,,
VNMNO,HYD,1994,2094,1920,,,,
VNMCH,HYD,2021,2121,220,,,,
VNMCH,HYD,2015,2115,233.2,,,,
VNMCH,HYD,2013,2113,75,,,,
VNMCH,HYD,2008,2108,315.6,,,,
VNMCH,HYD,1964,2064,243,,,,
VNMNO,HYD,2015,2115,1284,,,,
VNMNO,HYD,2016,2116,634,,,,
VNMNO,HYD,2013,2113,549.9,,,,
VNMNO,HYD,2012,2112,161.1,,,,
VNMSO,WOF,2013,2043,99,,,,
VNMSO,WOF,2022,2052,92,,,,
VNMSO,WOF,2020,2050,30,,,,
VNMSO,WOF,2021,2051,873,,,,
VNMNC,HYD,2013,2113,319,,,,
VNMNC,HYD,2010,2110,515,,,,
VNMSC,HYD,2009,2109,346,,,,
VNMSC,HYD,2014,2114,318,,,,
VNMSC,HYD,2012,2112,213.5,,,,
VNMSC,HYD,2008,2108,210,,,,
VNMSC,HYD,2010,2110,190,,,,
VNMSC,HYD,2018,2118,100,,,,
VNMSO,BIO,0,30,10,,,,
VNMNO,HYD,2010,2110,2413.5,,,,
VNMNC,HYD,2012,2112,283,,,,
VNMNC,HYD,2016,2116,260,,,,
VNMNO,HYD,2008,2108,344.4,,,,
VNMSO,HYD,2008,2108,17.4,,,,
VNMSO,HYD,2013,2113,20,,,,
VNMSO,HYD,2001,2101,94,,,,
VNMSO,SPV,2019,2049,1720,,,,
VNMSO,SPV,2020,2050,1975,,,,
VNMSO,WON,2021,2051,238,,,,
VNMNO,COA,2009,2039,1420,,,,
VNMSO,WON,2020,2050,80,,,,
VNMSO,HYD,2009,2109,9,,,,
VNMSO,HYD,2006,2106,51,,,,
VNMSC,SPV,2019,2049,3326,,,,
VNMSC,COA,2014,2044,4274,,,,
VNMCH,BIO,0,30,12,,,,
VNMSC,WON,2017,2047,32,,,,
VNMSO,COA,0,30,310,,,,
VNMSC,WON,2019,2049,510,,,,
VNMNO,COA,0,30,100,,,,
VNMSC,SPV,2020,2050,1748,,,,
VNMSC,WON,2021,2051,609,,,,
VNMSC,WON,2016,2046,24,,,,
VNMSC,HYD,0,100,98,,,,
VNMSO,OCG,1999,2029,389,,,,
VNMSO,OCG,2000,2030,4007,,,,
VNMCH,HYD,0,100,13.8,,,,
VNMSO,SPV,2021,2051,99,,,,
VNMNO,HYD,2006,2106,6,,,,
VNMNO,HYD,2014,2114,134.6,,,,
VNMSO,OCG,2008,2038,1500,,,,
VNMSO,OCG,2009,2039,1875,,,,
VNMCH,HYD,2003,2103,9.3,,,,
VNMCH,HYD,2014,2114,144.5,,,,
VNMCH,WON,2021,2051,130,,,,
VNMCH,SPV,2019,2049,110,,,,
VNMCH,HYD,1990,2090,28,,,,
VNMCH,SPV,2020,2050,929,,,,
VNMCH,WON,2020,2050,29,,,,
VNMNO,HYD,0,100,94.1,,,,
VNMSO,HYD,2016,2116,16,,,,
VNMSO,HYD,2010,2110,6,,,,
VNMSO,HYD,2015,2115,28,,,,
VNMSO,COA,2004,2034,450,,,,
VNMSO,COA,2015,2045,4438,,,,
VNMCH,HYD,2012,2112,58,,,,
VNMCH,HYD,2007,2107,17.4,,,,
VNMSO,OIL,0,30,501,,,,
VNMCH,WON,2022,2052,200,,,,
VNMCH,SPV,2018,2048,61,,,,
VNMSO,OCG,1998,2028,375,,,,
VNMNO,COA,1983,2013,1040,,,,
VNMNO,COA,2020,2050,1200,,,,
VNMNO,HYD,2004,2104,12,,,,
VNMNO,COA,2011,2041,1880,,,,
VNMNC,COA,2015,2045,450,,,,
VNMNC,COA,2014,2044,1200,,,,
VNMNC,HYD,1988,2088,2.3,,,,
VNMNC,SPV,2019,2049,229,,,,
VNMNC,SPV,2021,2051,50,,,,
VNMSO,COA,2018,2048,125,,,,
VNMSO,COA,2021,2051,1200,,,,
VNMSC,HYD,2007,2107,28,,,,
VNMSC,SPV,2021,2051,170,,,,
VNMCH,HYD,2016,2116,40,,,,
VNMCH,HYD,1984,2084,1,,,,
VNMNO,OIL,0,30,39,,,,
VNMCH,HYD,1945,2045,3.1,,,,
VNMCH,COA,2012,2042,30,,,,
VNMSC,SPV,0,30,206.1,,,,
VNMNO,HYD,2011,2111,134.9,,,,
VNMNO,HYD,2009,2109,68.19,,,,
VNMNO,HYD,2007,2107,18.5,,,,
VNMSO,SPV,0,30,149,,,,
VNMNO,COA,2004,2034,100,,,,
VNMNO,HYD,1973,2073,4.5,,,,
VNMNC,HYD,2009,2109,68,,,,
VNMNC,HYD,2014,2114,32,,,,
VNMSC,SPV,2018,2048,525,,,,
VNMSC,HYD,1995,2095,18,,,,
VNMSC,WON,2018,2048,39,,,,
VNMNO,WON,2018,2048,34,,,,
VNMNO,WON,2021,2051,80,,,,
VNMSC,HYD,2015,2115,18,,,,
VNMNC,SPV,2020,2050,150,,,,
VNMSC,HYD,2005,2105,2.6,,,,
VNMSC,HYD,2013,2113,62,,,,
VNMSC,HYD,2011,2111,3,,,,
VNMNO,COA,2013,2043,440,,,,
VNMNO,COA,2015,2045,2420,,,,
VNMNO,COA,1975,2005,735,,,,
VNMNO,SPV,0,30,10,,,,
VNMNO,COA,2018,2048,600,,,,
VNMNC,WON,2021,2051,256,,,,
VNMNC,WON,2019,2049,170,,,,
VNMSC,WON,0,30,36,,,,
VNMCH,WON,0,30,1100,,,,
VNMSO,WON,2022,2052,53,,,,
VNMNO,COA,2017,2047,600,,,,
VNMNC,COA,2013,2043,1920,,,,
VNMNC,HYD,2008,2108,2,,,,
VNMNO,COA,2006,2036,115,,,,
VNMNO,SPV,2019,2049,808,,,,
VNMNO,SPV,2020,2050,30,,,,
VNMNC,SPV,2018,2048,83,,,,
VNMNO,HYD,1971,2071,120,,,,
IDNSL,HYD,2026,2126,90,,,,
IDNSM,HYD,2023,2123,683,,,,
IDNSM,HYD,2024,2124,174,,,,
KHMXX,HYD,2026,2126,80,,,,
LAOSO,HYD,2026,2126,287,,,,
LAOCE,HYD,2023,2123,756,,,,
LAOSO,HYD,2023,2123,545,,,,
LAONO,HYD,2023,2123,240,,,,
MMRXX,HYD,2026,2126,432,,,,
MMRXX,HYD,2023,2123,1155,,,,
MMRXX,HYD,2024,2124,111,,,,
MYSSK,HYD,2027,2127,3685,,,,
MYSEA,HYD,2027,2127,300,,,,
VNMNC,HYD,2023,2123,102,,,,
VNMSC,HYD,2028,2128,1200,,,,
IDNSM,CCG,2023,2053,1600,,,,
IDNKA,OCG,2024,2054,224,,,,
IDNJW,CCG,2026,2056,780,,,,
IDNJW,OCG,2023,2053,500,,,,
MMRXX,CCG,2024,2054,388,,,,
MYSCE,CCG,2024,2054,1200,,,,
PHLLU,CCG,2023,2053,650,,,,
PHLLU,CCG,2024,2054,1750,,,,
THACE,CCG,2023,2053,1530,,,,
THACE,CCG,2024,2054,1950,,,,
THACE,CCG,2025,2055,700,,,,
VNMSO,CCG,2023,2053,1500,,,,
VNMNC,COA,2025,2055,2400,,,,
KHMXX,COA,2023,2053,315,,,,
KHMXX,COA,2025,2055,700,,,,
LAOCE,COA,2024,2054,2000,,,,
PHLVI,COA,2025,2055,135,,,,
PHLMI,COA,2027,2057,270,,,,
PHLLU,COA,2023,2053,450,,,,
PHLLU,COA,2024,2054,150,,,,
THANO,COA,2026,2056,600,,,,
VNMNO,COA,2023,2053,1200,,,,
VNMSC,COA,2023,2053,1320,,,,
VNMSO,COA,2026,2056,1200,,,,
IDNJW,WAS,2026,2056,35,,,,
SGPXX,WAS,2024,2054,80,,,,
VNMNO,WAS,2026,2056,60,,,,
IDNJW,GEO,2023,2053,110,,,,
IDNSM,GEO,2023,2053,130,,,,
IDNJW,GEO,2024,2054,110,,,,
IDNSM,GEO,2026,2056,55,,,,
IDNJW,SPV,2023,2053,145,,,,
LAOSO,SPV,2023,2053,64,,,,
MMRXX,SPV,2026,2056,100,,,,
MYSEA,SPV,2026,2056,145,,,,
MYSNO,SPV,2026,2056,116,,,,
PHLLU,SPV,2026,2056,60,,,,
PHLMI,SPV,2026,2056,40,,,,
PHLLU,SPV,2025,2055,400,,,,
PHLLU,SPV,2023,2053,281,,,,
PHLMI,SPV,2023,2053,115,,,,
VNMSC,SPV,2026,2056,99,,,,
VNMSO,SPV,2026,2056,50,,,,
VNMCH,SPV,2023,2053,532,,,,
VNMNC,SPV,2023,2053,90,,,,
VNMSO,SPV,2023,2053,349,,,,
VNMSO,SPV,2024,2054,525,,,,
VNMCH,SPV,2026,2056,449,,,,
VNMSO,WOF,2026,2056,468,,,,
VNMSO,WOF,2023,2053,574,,,,
PHLLU,WON,2023,2053,320,,,,
VNMCH,WON,2026,2056,495,,,,
VNMSC,WON,2026,2056,230,,,,
VNMNC,WON,2026,2056,98,,,,
VNMSO,WON,2026,2056,130,,,,
VNMNC,WON,2023,2053,48,,,,
VNMSC,WON,2023,2053,27,,,,
