PLEXOS_Nodes,Country,PLEXOS_Countries,Share_%_Country_Demand,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AS-CHN-GX,CHN,AS-CHN,0.02344010845553618,GWh,135862.18,135862.18,135862.18,135862.18,135862.18,135862.18,135862.18,135862.18,135862.18,135862.18,135862.18,135862.18,135862.18,135862.18,135862.18,135862.18,138728.054,141593.92799999999,144459.802,147325.67599999998,150191.55,153886.32799999998,157581.106,161275.884,164970.662,168665.44,171820.95,174976.46,178131.97,181287.47999999998,184442.99,187170.772,189898.554,192626.33599999998,195354.118,198081.9,200133.334,202184.768,204236.202,206287.636,208339.07,209663.602,210988.13400000002,212312.666,213637.198,214961.73,215920.57200000001,216879.41400000002,217838.256,218797.098,219755.94,220390.04,221024.14,221658.24,222292.34,222926.44,223294.418,223662.396,224030.37399999998,224398.35199999998,224766.33,224840.09999999998,224913.87,224987.63999999998,225061.41,225135.18,225046.94199999998,224958.704,224870.466,224782.228,224693.99,224407.138,224120.286,223833.434,223546.582,223259.73,222885.61200000002,222511.494,222137.37600000002,221763.258,221389.14,220987.18600000002,220585.23200000002,220183.278,219781.324,219379.37,218983.3,218587.22999999998,218191.16,217795.09,217399.02
AS-CHN-GU,CHN,AS-CHN,0.020618866446746157,GWh,119509.86,119509.86,119509.86,119509.86,119509.86,119509.86,119509.86,119509.86,119509.86,119509.86,119509.86,119509.86,119509.86,119509.86,119509.86,119509.86,122030.8,124551.74,127072.68,129593.62,132114.56,135364.636,138614.712,141864.788,145114.864,148364.94,151140.654,153916.36800000002,156692.082,159467.796,162243.51,164642.976,167042.442,169441.908,171841.374,174240.84,176045.366,177849.892,179654.418,181458.944,183263.47,184428.58,185593.69,186758.8,187923.91,189089.02,189932.456,190775.892,191619.328,192462.764,193306.2,193863.98,194421.76,194979.54,195537.32,196095.1,196418.788,196742.476,197066.16400000002,197389.852,197713.54,197778.432,197843.324,197908.21600000001,197973.108,198038.0,197960.382,197882.764,197805.146,197727.528,197649.91,197397.584,197145.258,196892.932,196640.606,196388.28,196059.19,195730.1,195401.00999999998,195071.91999999998,194742.83,194389.256,194035.682,193682.10799999998,193328.53399999999,192974.96,192626.56,192278.16,191929.75999999998,191581.36,191232.96
AS-CHN-HA,CHN,AS-CHN,0.004788576936639958,GWh,27755.27,27755.27,27755.27,27755.27,27755.27,27755.27,27755.27,27755.27,27755.27,27755.27,27755.27,27755.27,27755.27,27755.27,27755.27,27755.27,28340.738,28926.206000000002,29511.674,30097.142,30682.61,31437.416,32192.222,32947.028,33701.834,34456.64,35101.28,35745.92,36390.56,37035.2,37679.84,38237.098,38794.356,39351.613999999994,39908.871999999996,40466.13,40885.216,41304.301999999996,41723.388,42142.473999999995,42561.56,42832.15,43102.74,43373.33,43643.92,43914.51,44110.39,44306.270000000004,44502.15,44698.030000000006,44893.91,45023.452000000005,45152.994000000006,45282.536,45412.078,45541.62,45616.794,45691.968,45767.142,45842.316,45917.49,45932.56,45947.63,45962.7,45977.77,45992.84,45974.814,45956.788,45938.761999999995,45920.736,45902.71,45844.108,45785.506,45726.903999999995,45668.301999999996,45609.7,45533.272,45456.844,45380.416,45303.988,45227.56,45145.443999999996,45063.328,44981.212,44899.096000000005,44816.98,44736.068,44655.156,44574.244,44493.332,44412.42
AS-CHN-HB,CHN,AS-CHN,0.055768460546911265,GWh,323241.87,323241.87,323241.87,323241.87,323241.87,323241.87,323241.87,323241.87,323241.87,323241.87,323241.87,323241.87,323241.87,323241.87,323241.87,323241.87,330060.328,336878.78599999996,343697.244,350515.702,357334.16,366124.73799999995,374915.316,383705.894,392496.472,401287.05,408794.608,416302.166,423809.724,431317.282,438824.84,445314.74600000004,451804.652,458294.558,464784.464,471274.37,476155.124,481035.878,485916.632,490797.386,495678.14,498829.452,501980.764,505132.076,508283.38800000004,511434.7,513715.96400000004,515997.228,518278.492,520559.756,522841.02,524349.666,525858.312,527366.958,528875.604,530384.25,531259.738,532135.226,533010.7139999999,533886.2019999999,534761.69,534937.2039999999,535112.718,535288.232,535463.746,535639.26,535429.324,535219.388,535009.4519999999,534799.516,534589.58,533907.1059999999,533224.632,532542.1579999999,531859.684,531177.21,530287.11,529397.01,528506.9099999999,527616.8099999999,526726.71,525770.3879999999,524814.066,523857.74399999995,522901.42199999996,521945.1,521002.77599999995,520060.452,519118.12799999997,518175.804,517233.48
AS-CHN-HJ,CHN,AS-CHN,0.015255743119031702,GWh,88424.44,88424.44,88424.44,88424.44,88424.44,88424.44,88424.44,88424.44,88424.44,88424.44,88424.44,88424.44,88424.44,88424.44,88424.44,88424.44,90289.664,92154.888,94020.112,95885.336,97750.56,100155.266,102559.972,104964.678,107369.38399999999,109774.09,111827.81999999999,113881.55,115935.28,117989.01000000001,120042.74,121818.088,123593.436,125368.784,127144.132,128919.48,130254.63399999999,131589.788,132924.942,134260.096,135595.25,136457.308,137319.366,138181.424,139043.48200000002,139905.54,140529.59,141153.64,141777.69,142401.74000000002,143025.79,143438.488,143851.18600000002,144263.884,144676.582,145089.28,145328.774,145568.268,145807.762,146047.256,146286.75,146334.764,146382.778,146430.79200000002,146478.806,146526.82,146469.39,146411.96000000002,146354.53,146297.1,146239.67,146052.97600000002,145866.282,145679.58800000002,145492.894,145306.2,145062.708,144819.21600000001,144575.724,144332.232,144088.74,143827.134,143565.528,143303.922,143042.316,142780.71,142522.932,142265.154,142007.376,141749.598,141491.82
AS-CHN-HE,CHN,AS-CHN,0.05055069461700837,GWh,292998.96,292998.96,292998.96,292998.96,292998.96,292998.96,292998.96,292998.96,292998.96,292998.96,292998.96,292998.96,292998.96,292998.96,292998.96,292998.96,299179.476,305359.992,311540.508,317721.024,323901.54,331869.66,339837.77999999997,347805.9,355774.02,363742.14,370547.282,377352.424,384157.566,390962.708,397767.85,403650.55199999997,409533.25399999996,415415.956,421298.658,427181.36,431605.464,436029.56799999997,440453.672,444877.776,449301.88,452158.352,455014.824,457871.296,460727.768,463584.24,465652.066,467719.892,469787.718,471855.544,473923.37,475290.864,476658.358,478025.852,479393.346,480760.84,481554.418,482347.996,483141.574,483935.152,484728.73,484887.822,485046.914,485206.006,485365.098,485524.19,485333.896,485143.602,484953.30799999996,484763.01399999997,484572.72,483954.1,483335.48,482716.86,482098.24,481479.62,480672.798,479865.976,479059.154,478252.332,477445.51,476578.662,475711.814,474844.966,473978.118,473111.27,472257.112,471402.954,470548.796,469694.638,468840.48
AS-CHN-HU,CHN,AS-CHN,0.02925105869380233,GWh,169543.27,169543.27,169543.27,169543.27,169543.27,169543.27,169543.27,169543.27,169543.27,169543.27,169543.27,169543.27,169543.27,169543.27,169543.27,169543.27,173119.612,176695.954,180272.296,183848.638,187424.98,192035.71600000001,196646.45200000002,201257.188,205867.924,210478.66,214416.442,218354.22400000002,222292.006,226229.788,230167.57,233571.584,236975.598,240379.61200000002,243783.62600000002,247187.64,249747.64,252307.64,254867.64,257427.64,259987.64,261640.532,263293.424,264946.316,266599.208,268252.1,269448.642,270645.184,271841.72599999997,273038.268,274234.81,275026.108,275817.406,276608.70399999997,277400.002,278191.3,278650.502,279109.70399999997,279568.906,280028.108,280487.31,280579.37,280671.43,280763.49,280855.55,280947.61,280837.496,280727.382,280617.268,280507.154,280397.04,280039.076,279681.11199999996,279323.148,278965.18399999995,278607.22,278140.354,277673.488,277206.622,276739.756,276272.89,275771.29000000004,275269.69,274768.09,274266.49,273764.89,273270.634,272776.378,272282.122,271787.866,271293.61
AS-CHN-HN,CHN,AS-CHN,0.02540970540558011,GWh,147278.24,147278.24,147278.24,147278.24,147278.24,147278.24,147278.24,147278.24,147278.24,147278.24,147278.24,147278.24,147278.24,147278.24,147278.24,147278.24,150384.924,153491.608,156598.292,159704.976,162811.66,166816.9,170822.13999999998,174827.38,178832.62,182837.86,186258.51799999998,189679.17599999998,193099.834,196520.492,199941.15,202898.136,205855.122,208812.10799999998,211769.09399999998,214726.08,216949.892,219173.704,221397.516,223621.328,225845.14,227280.96600000001,228716.79200000002,230152.618,231588.444,233024.27,234063.68,235103.09,236142.5,237181.91,238221.32,238908.70200000002,239596.084,240283.46600000001,240970.848,241658.23,242057.128,242456.026,242854.924,243253.82200000001,243652.72,243732.69,243812.66,243892.63,243972.6,244052.57,243956.916,243861.262,243765.608,243669.954,243574.3,243263.346,242952.392,242641.438,242330.484,242019.53,241613.974,241208.418,240802.862,240397.306,239991.75,239556.022,239120.294,238684.566,238248.838,237813.11,237383.75999999998,236954.40999999997,236525.06,236095.71,235666.36
AS-CHN-WM,CHN,AS-CHN,0.022886045692484282,GWh,132650.75,132650.75,132650.75,132650.75,132650.75,132650.75,132650.75,132650.75,132650.75,132650.75,132650.75,132650.75,132650.75,132650.75,132650.75,132650.75,135448.882,138247.014,141045.146,143843.278,146641.41,150248.854,153856.298,157463.742,161071.18600000002,164678.63,167759.552,170840.474,173921.396,177002.318,180083.24,182746.544,185409.848,188073.152,190736.456,193399.76,195402.704,197405.64800000002,199408.592,201411.53600000002,203414.48,204707.704,206000.928,207294.152,208587.37600000002,209880.6,210816.776,211752.95200000002,212689.128,213625.304,214561.48,215180.592,215799.704,216418.81600000002,217037.928,217657.04,218016.32,218375.6,218734.88,219094.16,219453.44,219525.46600000001,219597.492,219669.518,219741.544,219813.57,219727.418,219641.266,219555.114,219468.962,219382.81,219102.738,218822.666,218542.594,218262.522,217982.45,217617.176,217251.902,216886.628,216521.354,216156.08,215763.628,215371.176,214978.724,214586.272,214193.82,213807.112,213420.404,213033.696,212646.988,212260.28
AS-CHN-EM,CHN,AS-CHN,0.021738793962797508,GWh,126001.12,126001.12,126001.12,126001.12,126001.12,126001.12,126001.12,126001.12,126001.12,126001.12,126001.12,126001.12,126001.12,126001.12,126001.12,126001.12,128658.986,131316.852,133974.718,136632.584,139290.45,142717.056,146143.662,149570.268,152996.874,156423.48,159349.958,162276.43600000002,165202.914,168129.392,171055.87,173585.666,176115.462,178645.258,181175.054,183704.85,185607.388,187509.926,189412.464,191315.002,193217.54,194445.93600000002,195674.332,196902.728,198131.12399999998,199359.52,200248.76799999998,201138.016,202027.264,202916.51200000002,203805.76,204393.836,204981.912,205569.988,206158.064,206746.14,207087.40800000002,207428.676,207769.94400000002,208111.212,208452.48,208520.89800000002,208589.31600000002,208657.734,208726.152,208794.57,208712.736,208630.902,208549.068,208467.234,208385.4,208119.368,207853.33599999998,207587.304,207321.272,207055.24,206708.27599999998,206361.312,206014.348,205667.38400000002,205320.42,204947.64,204574.86000000002,204202.08,203829.3,203456.52,203089.198,202721.876,202354.554,201987.232,201619.91
AS-CHN-JS,CHN,AS-CHN,0.0898612032343032,GWh,520848.22,520848.22,520848.22,520848.22,520848.22,520848.22,520848.22,520848.22,520848.22,520848.22,520848.22,520848.22,520848.22,520848.22,520848.22,520848.22,531834.9839999999,542821.748,553808.512,564795.2760000001,575782.04,589946.53,604111.02,618275.51,632440.0,646604.49,658701.618,670798.746,682895.874,694993.002,707090.13,717547.488,728004.846,738462.204,748919.562,759376.92,767241.41,775105.9,782970.39,790834.88,798699.37,803777.162,808854.954,813932.7459999999,819010.538,824088.33,827764.1919999999,831440.054,835115.916,838791.778,842467.64,844898.56,847329.48,849760.4,852191.32,854622.24,856032.938,857443.6359999999,858854.334,860265.032,861675.73,861958.542,862241.354,862524.166,862806.978,863089.79,862751.512,862413.234,862074.956,861736.6780000001,861398.4,860298.712,859199.024,858099.336,856999.6479999999,855899.96,854465.72,853031.48,851597.24,850163.0,848728.76,847187.81,845646.86,844105.91,842564.96,841024.01,839505.62,837987.23,836468.8400000001,834950.4500000001,833432.06
AS-CHN-JX,CHN,AS-CHN,0.01910914994386908,GWh,110759.33,110759.33,110759.33,110759.33,110759.33,110759.33,110759.33,110759.33,110759.33,110759.33,110759.33,110759.33,110759.33,110759.33,110759.33,110759.33,113095.686,115432.042,117768.398,120104.754,122441.11,125453.214,128465.318,131477.422,134489.526,137501.63,140074.108,142646.586,145219.06399999998,147791.542,150364.02,152587.796,154811.572,157035.348,159259.12399999998,161482.9,163155.298,164827.696,166500.094,168172.492,169844.89,170924.692,172004.494,173084.296,174164.098,175243.9,176025.578,176807.256,177588.934,178370.612,179152.29,179669.23,180186.17,180703.11,181220.05,181736.99,182036.978,182336.966,182636.954,182936.94199999998,183236.93,183297.07,183357.21,183417.35,183477.49,183537.63,183465.69400000002,183393.758,183321.82200000001,183249.886,183177.95,182944.1,182710.25,182476.40000000002,182242.55000000002,182008.7,181703.706,181398.712,181093.71800000002,180788.72400000002,180483.73,180156.044,179828.358,179500.672,179172.986,178845.3,178522.41199999998,178199.52399999998,177876.636,177553.748,177230.86
AS-CHN-JI,CHN,AS-CHN,0.01144454023509091,GWh,66334.17,66334.17,66334.17,66334.17,66334.17,66334.17,66334.17,66334.17,66334.17,66334.17,66334.17,66334.17,66334.17,66334.17,66334.17,66334.17,67733.42199999999,69132.674,70531.92599999999,71931.178,73330.43,75134.39,76938.34999999999,78742.31,80546.26999999999,82350.23,83890.896,85431.56199999999,86972.228,88512.894,90053.56,91385.38799999999,92717.216,94049.044,95380.872,96712.7,97714.306,98715.912,99717.518,100719.124,101720.73,102367.42599999999,103014.122,103660.818,104307.51400000001,104954.21,105422.36200000001,105890.51400000001,106358.666,106826.818,107294.97,107604.566,107914.162,108223.758,108533.35399999999,108842.95,109022.614,109202.278,109381.942,109561.606,109741.27,109777.288,109813.306,109849.32400000001,109885.342,109921.36,109878.278,109835.196,109792.114,109749.03199999999,109705.95,109565.896,109425.84199999999,109285.788,109145.734,109005.68,108823.018,108640.356,108457.69399999999,108275.03199999999,108092.37,107896.118,107699.866,107503.614,107307.362,107111.11,106917.73,106724.35,106530.97,106337.59000000001,106144.21
AS-CHN-LI,CHN,AS-CHN,0.03482936553071559,GWh,201875.92,201875.92,201875.92,201875.92,201875.92,201875.92,201875.92,201875.92,201875.92,201875.92,201875.92,201875.92,201875.92,201875.92,201875.92,201875.92,206134.28600000002,210392.652,214651.018,218909.384,223167.75,228657.776,234147.802,239637.828,245127.854,250617.88,255306.614,259995.348,264684.082,269372.816,274061.55,278114.724,282167.898,286221.072,290274.246,294327.42,297375.624,300423.828,303472.032,306520.236,309568.44,311536.544,313504.648,315472.75200000004,317440.856,319408.96,320833.69,322258.42,323683.15,325107.88,326532.61,327474.812,328417.01399999997,329359.216,330301.418,331243.62,331790.394,332337.168,332883.942,333430.716,333977.49,334087.104,334196.718,334306.332,334415.946,334525.56,334394.448,334263.336,334132.224,334001.112,333870.0,333443.77,333017.54,332591.31,332165.07999999996,331738.85,331182.952,330627.054,330071.15599999996,329515.258,328959.36,328362.104,327764.848,327167.592,326570.336,325973.08,325384.564,324796.048,324207.532,323619.016,323030.5
AS-CHN-NI,CHN,AS-CHN,0.015436004255993636,GWh,89469.26,89469.26,89469.26,89469.26,89469.26,89469.26,89469.26,89469.26,89469.26,89469.26,89469.26,89469.26,89469.26,89469.26,89469.26,89469.26,91356.522,93243.784,95131.046,97018.308,98905.57,101338.69200000001,103771.814,106204.936,108638.05799999999,111071.18,113149.17599999999,115227.17199999999,117305.168,119383.164,121461.16,123257.484,125053.808,126850.132,128646.456,130442.78,131793.712,133144.644,134495.576,135846.508,137197.44,138069.682,138941.924,139814.166,140686.408,141558.65,142190.076,142821.502,143452.92799999999,144084.354,144715.78,145133.354,145550.92799999999,145968.502,146386.076,146803.65,147045.974,147288.29799999998,147530.622,147772.946,148015.27,148063.85,148112.43,148161.01,148209.59,148258.17,148200.062,148141.954,148083.84600000002,148025.738,147967.63,147778.73,147589.83000000002,147400.93,147212.03,147023.13,146776.76200000002,146530.394,146284.026,146037.658,145791.29,145526.592,145261.894,144997.196,144732.498,144467.8,144206.976,143946.152,143685.32799999998,143424.504,143163.68
AS-CHN-QI,CHN,AS-CHN,0.011551209306851969,GWh,66952.44,66952.44,66952.44,66952.44,66952.44,66952.44,66952.44,66952.44,66952.44,66952.44,66952.44,66952.44,66952.44,66952.44,66952.44,66952.44,68364.734,69777.028,71189.322,72601.61600000001,74013.91,75834.68400000001,77655.458,79476.232,81297.006,83117.78,84672.806,86227.832,87782.85800000001,89337.884,90892.91,92237.15000000001,93581.39,94925.63,96269.87,97614.11,98625.052,99635.994,100646.936,101657.87800000001,102668.82,103321.54400000001,103974.26800000001,104626.992,105279.716,105932.44,106404.954,106877.468,107349.982,107822.496,108295.01,108607.492,108919.974,109232.45599999999,109544.938,109857.42,110038.76,110220.09999999999,110401.44,110582.78,110764.12,110800.474,110836.828,110873.182,110909.536,110945.89,110902.406,110858.922,110815.438,110771.954,110728.47,110587.11,110445.75,110304.39,110163.03,110021.67,109837.306,109652.942,109468.57800000001,109284.214,109099.85,108901.76800000001,108703.686,108505.604,108307.522,108109.44,107914.258,107719.076,107523.894,107328.712,107133.53
AS-CHN-SI,CHN,AS-CHN,0.021444239888714856,GWh,124293.84,124293.84,124293.84,124293.84,124293.84,124293.84,124293.84,124293.84,124293.84,124293.84,124293.84,124293.84,124293.84,124293.84,124293.84,124293.84,126915.692,129537.544,132159.396,134781.248,137403.1,140783.278,144163.456,147543.634,150923.812,154303.99,157190.816,160077.642,162964.468,165851.294,168738.12,171233.636,173729.152,176224.668,178720.184,181215.7,183092.46000000002,184969.22,186845.98,188722.74,190599.5,191811.252,193023.00400000002,194234.756,195446.508,196658.26,197535.458,198412.65600000002,199289.854,200167.052,201044.25,201624.358,202204.46600000001,202784.574,203364.682,203944.79,204281.43600000002,204618.082,204954.728,205291.37399999998,205628.02,205695.508,205762.99599999998,205830.484,205897.97199999998,205965.46,205884.736,205804.012,205723.288,205642.56399999998,205561.84,205299.412,205036.984,204774.556,204512.128,204249.7,203907.43800000002,203565.176,203222.91400000002,202880.652,202538.39,202170.662,201802.934,201435.206,201067.478,200699.75,200337.404,199975.058,199612.712,199250.36599999998,198888.02
AS-CHN-SD,CHN,AS-CHN,0.08980483970043251,GWh,520521.53,520521.53,520521.53,520521.53,520521.53,520521.53,520521.53,520521.53,520521.53,520521.53,520521.53,520521.53,520521.53,520521.53,520521.53,520521.53,531501.402,542481.274,553461.1460000001,564441.018,575420.89,589576.498,603732.106,617887.714,632043.322,646198.93,658288.468,670378.006,682467.544,694557.082,706646.62,717097.42,727548.22,737999.02,748449.82,758900.62,766760.176,774619.732,782479.2880000001,790338.844,798198.4,803273.008,808347.616,813422.2239999999,818496.8319999999,823571.44,827244.9959999999,830918.5519999999,834592.108,838265.664,841939.22,844368.6159999999,846798.012,849227.4079999999,851656.804,854086.2,855496.012,856905.824,858315.6359999999,859725.448,861135.26,861417.894,861700.528,861983.162,862265.7960000001,862548.43,862210.366,861872.302,861534.238,861196.174,860858.11,859759.112,858660.114,857561.116,856462.118,855363.12,853929.778,852496.436,851063.094,849629.752,848196.41,846656.4280000001,845116.446,843576.464,842036.482,840496.5,838979.062,837461.6240000001,835944.186,834426.748,832909.31
AS-CHN-SH,CHN,AS-CHN,0.024735120561077222,GWh,143368.25,143368.25,143368.25,143368.25,143368.25,143368.25,143368.25,143368.25,143368.25,143368.25,143368.25,143368.25,143368.25,143368.25,143368.25,143368.25,146392.458,149416.666,152440.874,155465.082,158489.29,162388.196,166287.102,170186.008,174084.91400000002,177983.82,181313.666,184643.512,187973.358,191303.204,194633.05,197511.53199999998,200390.014,203268.49599999998,206146.978,209025.46,211190.234,213355.008,215519.78199999998,217684.55599999998,219849.33,221247.038,222644.74599999998,224042.454,225440.16199999998,226837.87,227849.686,228861.502,229873.318,230885.13400000002,231896.95,232566.082,233235.214,233904.346,234573.478,235242.61,235630.91799999998,236019.226,236407.53399999999,236795.842,237184.15,237261.99599999998,237339.842,237417.688,237495.534,237573.38,237480.266,237387.152,237294.038,237200.924,237107.81,236805.112,236502.414,236199.71600000001,235897.018,235594.32,235199.532,234804.744,234409.956,234015.168,233620.38,233196.218,232772.056,232347.894,231923.73200000002,231499.57,231081.62,230663.67,230245.72,229827.77000000002,229409.82
AS-CHN-SX,CHN,AS-CHN,0.030488066691218806,GWh,176713.14,176713.14,176713.14,176713.14,176713.14,176713.14,176713.14,176713.14,176713.14,176713.14,176713.14,176713.14,176713.14,176713.14,176713.14,176713.14,180440.72400000002,184168.30800000002,187895.892,191623.476,195351.06,200156.782,204962.50400000002,209768.226,214573.948,219379.67,223483.978,227588.286,231692.594,235796.902,239901.21,243449.17799999999,246997.14599999998,250545.114,254093.082,257641.05,260309.31,262977.57,265645.82999999996,268314.08999999997,270982.35,272705.13999999996,274427.93,276150.72,277873.51,279596.3,280843.444,282090.588,283337.732,284584.876,285832.02,286656.782,287481.544,288306.30600000004,289131.068,289955.83,290434.45,290913.07,291391.69,291870.31,292348.93,292444.884,292540.838,292636.792,292732.746,292828.7,292713.928,292599.156,292484.384,292369.612,292254.84,291881.74000000005,291508.64,291135.54000000004,290762.44,290389.34,289902.73000000004,289416.12,288929.51,288442.89999999997,287956.29,287433.478,286910.66599999997,286387.854,285865.04199999996,285342.23,284827.072,284311.914,283796.756,283281.598,282766.44
AS-CHN-SC,CHN,AS-CHN,0.03497581693224403,GWh,202724.77,202724.77,202724.77,202724.77,202724.77,202724.77,202724.77,202724.77,202724.77,202724.77,202724.77,202724.77,202724.77,202724.77,202724.77,202724.77,207001.044,211277.318,215553.592,219829.866,224106.14,229619.25,235132.36000000002,240645.47,246158.58000000002,251671.69,256380.138,261088.586,265797.034,270505.482,275213.93,279284.148,283354.366,287424.58400000003,291494.802,295565.02,298626.04000000004,301687.06,304748.08,307809.1,310870.12,312846.5,314822.88,316799.26,318775.64,320752.02,322182.74,323613.46,325044.18,326474.9,327905.62,328851.784,329797.948,330744.112,331690.276,332636.44,333185.512,333734.584,334283.656,334832.728,335381.8,335491.87799999997,335601.956,335712.034,335822.112,335932.19,335800.524,335668.858,335537.192,335405.526,335273.86,334845.83999999997,334417.82,333989.8,333561.78,333133.76,332575.52400000003,332017.288,331459.052,330900.816,330342.58,329742.81200000003,329143.044,328543.276,327943.508,327343.74,326752.75,326161.76,325570.76999999996,324979.77999999997,324388.79
AS-CHN-TJ,CHN,AS-CHN,0.014068274632616631,GWh,81541.71,81541.71,81541.71,81541.71,81541.71,81541.71,81541.71,81541.71,81541.71,81541.71,81541.71,81541.71,81541.71,81541.71,81541.71,81541.71,83261.748,84981.78600000001,86701.824,88421.862,90141.9,92359.43,94576.95999999999,96794.49,99012.02,101229.55,103123.424,105017.298,106911.172,108805.046,110698.92,112336.078,113973.236,115610.394,117247.55200000001,118884.71,120115.94,121347.17,122578.40000000001,123809.63,125040.86,125835.816,126630.772,127425.728,128220.684,129015.64,129591.118,130166.596,130742.074,131317.552,131893.03,132273.604,132654.17799999999,133034.752,133415.326,133795.9,134016.752,134237.604,134458.456,134679.308,134900.16,134944.43600000002,134988.712,135032.988,135077.264,135121.54,135068.58000000002,135015.62,134962.66,134909.69999999998,134856.74,134684.57799999998,134512.416,134340.254,134168.092,133995.93,133771.392,133546.854,133322.316,133097.778,132873.24,132631.99599999998,132390.75199999998,132149.508,131908.264,131667.02,131429.308,131191.596,130953.884,130716.172,130478.46
AS-CHN-TI,CHN,AS-CHN,0.0007114659336925728,GWh,4123.76,4123.76,4123.76,4123.76,4123.76,4123.76,4123.76,4123.76,4123.76,4123.76,4123.76,4123.76,4123.76,4123.76,4123.76,4123.76,4210.746,4297.732,4384.718,4471.704,4558.69,4670.835999999999,4782.982,4895.128,5007.274,5119.42,5215.198,5310.976000000001,5406.754,5502.532,5598.31,5681.104,5763.898,5846.692,5929.486,6012.28,6074.545999999999,6136.812,6199.0779999999995,6261.344,6323.61,6363.813999999999,6404.018,6444.222,6484.426,6524.63,6553.732,6582.834,6611.936000000001,6641.0380000000005,6670.14,6689.388,6708.636,6727.884,6747.1320000000005,6766.38,6777.548,6788.716,6799.884,6811.052000000001,6822.22,6824.46,6826.7,6828.9400000000005,6831.18,6833.42,6830.74,6828.06,6825.38,6822.700000000001,6820.02,6811.314,6802.608,6793.902,6785.196,6776.49,6765.134,6753.778,6742.422,6731.066,6719.71,6707.51,6695.31,6683.11,6670.91,6658.71,6646.688,6634.666,6622.644,6610.622,6598.6
AS-CHN-XI,CHN,AS-CHN,0.037980832759856246,GWh,220142.27,220142.27,220142.27,220142.27,220142.27,220142.27,220142.27,220142.27,220142.27,220142.27,220142.27,220142.27,220142.27,220142.27,220142.27,220142.27,224785.946,229429.622,234073.29799999998,238716.974,243360.65,249347.43,255334.21,261320.99,267307.77,273294.55,278407.534,283520.518,288633.502,293746.486,298859.47,303279.38999999996,307699.31,312119.23,316539.15,320959.07,324283.082,327607.094,330931.106,334255.118,337579.13,339725.316,341871.502,344017.688,346163.874,348310.06,349863.704,351417.348,352970.992,354524.636,356078.28,357105.734,358133.188,359160.642,360188.096,361215.55,361811.798,362408.046,363004.294,363600.54199999996,364196.79,364316.32399999996,364435.858,364555.392,364674.92600000004,364794.46,364651.482,364508.504,364365.526,364222.548,364079.57,363614.776,363149.982,362685.18799999997,362220.394,361755.6,361149.402,360543.20399999997,359937.006,359330.80799999996,358724.61,358073.31,357422.01,356770.70999999996,356119.41,355468.11,354826.34599999996,354184.582,353542.81799999997,352901.054,352259.29
AS-CHN-YU,CHN,AS-CHN,0.02526967310234697,GWh,146466.59,146466.59,146466.59,146466.59,146466.59,146466.59,146466.59,146466.59,146466.59,146466.59,146466.59,146466.59,146466.59,146466.59,146466.59,146466.59,149556.154,152645.718,155735.282,158824.846,161914.41,165897.576,169880.742,173863.908,177847.074,181830.24,185232.046,188633.85199999998,192035.658,195437.46399999998,198839.27,201779.962,204720.654,207661.346,210602.038,213542.73,215754.28600000002,217965.842,220177.39800000002,222388.954,224600.51,226028.424,227456.338,228884.252,230312.166,231740.08,232773.762,233807.444,234841.126,235874.808,236908.49,237592.084,238275.67799999999,238959.272,239642.86599999998,240326.46,240723.158,241119.856,241516.554,241913.252,242309.95,242389.48,242469.01,242548.54,242628.07,242707.6,242612.47400000002,242517.348,242422.222,242327.096,242231.97,241922.728,241613.486,241304.244,240995.002,240685.76,240282.44,239879.12,239475.80000000002,239072.48,238669.16,238235.834,237802.508,237369.182,236935.856,236502.53,236075.546,235648.562,235221.57799999998,234794.59399999998,234367.61
AS-CHN-ZH,CHN,AS-CHN,0.062474217490959896,GWh,362109.38,362109.38,362109.38,362109.38,362109.38,362109.38,362109.38,362109.38,362109.38,362109.38,362109.38,362109.38,362109.38,362109.38,362109.38,362109.38,369747.71,377386.04000000004,385024.37,392662.7,400301.03,410148.612,419996.194,429843.776,439691.358,449538.94,457949.226,466359.512,474769.798,483180.084,491590.37,498860.642,506130.914,513401.186,520671.458,527941.73,533409.36,538876.99,544344.62,549812.25,555279.88,558810.1140000001,562340.348,565870.582,569400.816,572931.05,575486.62,578042.1900000001,580597.76,583153.3300000001,585708.9,587398.9500000001,589089.0,590779.05,592469.1,594159.15,595139.908,596120.666,597101.424,598082.1819999999,599062.94,599259.5599999999,599456.1799999999,599652.8,599849.42,600046.04,599810.86,599575.68,599340.5,599105.3200000001,598870.14,598105.604,597341.068,596576.532,595811.9959999999,595047.46,594050.3319999999,593053.2039999999,592056.076,591058.948,590061.82,588990.5059999999,587919.1919999999,586847.878,585776.564,584705.25,583649.618,582593.986,581538.3539999999,580482.722,579427.09
