PLEXOS_Nodes,Country,PLEXOS_Countries,Share_%_Country_Demand,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
SA-BRA-CN,BRA,SA-BRA,0.08458027469119644,GWh,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52108.22,52767.816,53427.412,54087.008,54746.604,55406.2,56573.876,57741.551999999996,58909.228,60076.904,61244.58,62394.128000000004,63543.67600000001,64693.224,65842.77200000001,66992.32,68157.38,69322.44,70487.5,71652.56,72817.62,74026.756,75235.89199999999,76445.028,77654.164,78863.3,80088.628,81313.956,82539.284,83764.61200000001,84989.94,86182.61600000001,87375.292,88567.96800000001,89760.644,90953.32,92134.40400000001,93315.48800000001,94496.572,95677.656,96858.74,98073.64600000001,99288.55200000001,100503.458,101718.364,102933.27,104126.21,105319.15000000001,106512.09,107705.03,108897.97,110070.486,111243.00200000001,112415.518,113588.034,114760.55,115931.40400000001,117102.258,118273.11200000001,119443.966,120614.82,121805.212,122995.604,124185.996,125376.388,126566.78,127776.174,128985.568,130194.962,131404.356,132613.75
SA-BRA-SO,BRA,SA-BRA,0.16878683332354347,GWh,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,103986.2,105302.476,106618.752,107935.028,109251.304,110567.58,112897.774,115227.96800000001,117558.162,119888.356,122218.55,124512.566,126806.58200000001,129100.598,131394.614,133688.63,136013.602,138338.574,140663.546,142988.51799999998,145313.49,147726.422,150139.354,152552.286,154965.218,157378.15,159823.38999999998,162268.63,164713.87,167159.11000000002,169604.35,171984.432,174364.514,176744.59600000002,179124.678,181504.76,183861.71000000002,186218.66,188575.61000000002,190932.56,193289.51,195713.954,198138.39800000002,200562.842,202987.28600000002,205411.73,207792.33800000002,210172.946,212553.554,214934.16199999998,217314.77,219654.62399999998,221994.478,224334.332,226674.18600000002,229014.04,231350.574,233687.108,236023.642,238360.176,240696.71,243072.232,245447.754,247823.276,250198.798,252574.32,254987.766,257401.212,259814.658,262228.104,264641.55
SA-BRA-NE,BRA,SA-BRA,0.1587939091575291,GWh,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,97829.76,99068.108,100306.45599999999,101544.804,102783.152,104021.5,106213.734,108405.968,110598.202,112790.436,114982.67,117140.87,119299.06999999999,121457.27,123615.47,125773.67,127960.994,130148.318,132335.642,134522.96600000001,136710.29,138980.366,141250.442,143520.518,145790.594,148060.67,150361.14,152661.61000000002,154962.08,157262.55,159563.02,161802.19,164041.36,166280.53,168519.69999999998,170758.87,172976.28,175193.69,177411.1,179628.51,181845.92,184126.826,186407.73200000002,188688.638,190969.54400000002,193250.45,195490.116,197729.782,199969.448,202209.114,204448.78,206650.104,208851.42799999999,211052.752,213254.076,215455.4,217653.60199999998,219851.804,222050.006,224248.208,226446.41,228681.29,230916.17,233151.05,235385.93,237620.81,239891.368,242161.926,244432.484,246703.04200000002,248973.6
SA-BRA-SE,BRA,SA-BRA,0.4937500343705347,GWh,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,304189.54,308040.02999999997,311890.51999999996,315741.01,319591.5,323441.99,330258.472,337074.954,343891.436,350707.918,357524.4,364235.058,370945.716,377656.374,384367.032,391077.69,397878.904,404680.118,411481.332,418282.54600000003,425083.76,432142.28,439200.8,446259.32,453317.83999999997,460376.36,467529.386,474682.412,481835.43799999997,488988.464,496141.49,503103.91599999997,510066.342,517028.768,523991.194,530953.62,537848.376,544743.132,551637.888,558532.644,565427.4,572519.598,579611.796,586703.9940000001,593796.192,600888.39,607852.356,614816.322,621780.288,628744.254,635708.22,642552.9619999999,649397.704,656242.446,663087.1880000001,669931.93,676766.966,683602.002,690437.0380000001,697272.074,704107.11,711056.194,718005.278,724954.362,731903.446,738852.53,745912.552,752972.574,760032.596,767092.618,774152.64
SA-BRA-CW,BRA,SA-BRA,0.08828785470708361,GWh,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,54392.38,55080.89,55769.4,56457.909999999996,57146.42,57834.93,59053.792,60272.654,61491.515999999996,62710.378,63929.24,65129.178,66329.116,67529.05399999999,68728.992,69928.93,71145.06,72361.19,73577.31999999999,74793.45,76009.58,77271.72,78533.86,79796.0,81058.14,82320.28,83599.318,84878.356,86157.394,87436.432,88715.47,89960.428,91205.386,92450.344,93695.302,94940.26,96173.116,97405.972,98638.828,99871.684,101104.54,102372.70199999999,103640.864,104909.026,106177.18800000001,107445.35,108690.584,109935.818,111181.05200000001,112426.28600000001,113671.52,114895.43400000001,116119.348,117343.262,118567.17599999999,119791.09,121013.268,122235.446,123457.624,124679.802,125901.98,127144.552,128387.124,129629.696,130872.268,132114.84,133377.248,134639.656,135902.064,137164.472,138426.88
SA-BRA-NW,BRA,SA-BRA,0.003876788552541749,GWh,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2388.41,2418.644,2448.8779999999997,2479.112,2509.346,2539.58,2593.1,2646.62,2700.14,2753.66,2807.18,2859.87,2912.56,2965.25,3017.94,3070.63,3124.032,3177.434,3230.836,3284.238,3337.64,3393.062,3448.484,3503.906,3559.328,3614.75,3670.914,3727.078,3783.242,3839.406,3895.57,3950.236,4004.902,4059.5679999999998,4114.2339999999995,4168.9,4223.036,4277.172,4331.308,4385.4439999999995,4439.58,4495.266,4550.952,4606.638,4662.3240000000005,4718.01,4772.688,4827.366,4882.044,4936.722,4991.4,5045.143999999999,5098.888,5152.632,5206.376,5260.12,5313.786,5367.452,5421.1179999999995,5474.784,5528.45,5583.014,5637.578,5692.142,5746.706,5801.27,5856.702,5912.134,5967.566000000001,6022.9980000000005,6078.43
SA-BRA-WE,BRA,SA-BRA,0.0019215182219800835,GWh,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1183.81,1198.7939999999999,1213.778,1228.762,1243.746,1258.73,1285.258,1311.786,1338.3139999999999,1364.8419999999999,1391.37,1417.4859999999999,1443.6019999999999,1469.718,1495.834,1521.95,1548.4180000000001,1574.886,1601.354,1627.822,1654.29,1681.76,1709.23,1736.7,1764.17,1791.64,1819.478,1847.316,1875.154,1902.992,1930.83,1957.924,1985.018,2012.112,2039.2060000000001,2066.3,2093.132,2119.964,2146.7960000000003,2173.628,2200.46,2228.062,2255.6639999999998,2283.266,2310.868,2338.47,2365.5699999999997,2392.6699999999996,2419.77,2446.87,2473.97,2500.6079999999997,2527.2459999999996,2553.884,2580.522,2607.16,2633.7599999999998,2660.3599999999997,2686.96,2713.56,2740.16,2767.2039999999997,2794.248,2821.292,2848.3360000000002,2875.38,2902.856,2930.3320000000003,2957.808,2985.284,3012.76
AS-JPN-HO,JPN,AS-JPN,0.03680055722895646,GWh,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38322.26,38341.838,38361.416000000005,38380.994,38400.572,38420.15,38497.200000000004,38574.25,38651.3,38728.35,38805.4,38882.228,38959.056000000004,39035.884,39112.712,39189.54,39262.764,39335.988000000005,39409.212,39482.436,39555.66
AS-JPN-OK,JPN,AS-JPN,0.008533285253695292,GWh,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8886.14,8890.68,8895.22,8899.76,8904.3,8908.84,8926.706,8944.572,8962.438,8980.304,8998.17,9015.984,9033.798,9051.612,9069.426,9087.24,9104.22,9121.199999999999,9138.18,9155.16,9172.14
AS-JPN-TO,JPN,AS-JPN,0.41335868783035645,GWh,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430451.09,430670.99600000004,430890.902,431110.808,431330.714,431550.62,432416.07,433281.52,434146.97,435012.42,435877.87,436740.83,437603.79,438466.75,439329.70999999996,440192.67,441015.152,441837.634,442660.116,443482.598,444305.08
AS-JPN-CE,JPN,AS-JPN,0.41221279649109194,GWh,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429257.82,429477.116,429696.412,429915.708,430135.004,430354.3,431217.352,432080.404,432943.456,433806.508,434669.56,435530.126,436390.692,437251.25800000003,438111.824,438972.39,439792.592,440612.794,441432.99600000004,442253.19800000003,443073.4
AS-JPN-SH,JPN,AS-JPN,0.0329038051121344,GWh,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34264.38,34281.884,34299.388,34316.892,34334.396,34351.9,34420.792,34489.684,34558.576,34627.468,34696.36,34765.052,34833.744,34902.436,34971.128,35039.82,35105.29,35170.76,35236.229999999996,35301.7,35367.17
AS-JPN-KY,JPN,AS-JPN,0.09619069139005858,GWh,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100168.18,100219.35399999999,100270.52799999999,100321.702,100372.876,100424.05,100625.444,100826.838,101028.232,101229.626,101431.02,101631.83600000001,101832.652,102033.46800000001,102234.284,102435.1,102626.494,102817.888,103009.282,103200.676,103392.07
OC-AUS-WA,AUS,OC-AUS,0.1498291317701181,GWh,37810.87,37810.87,37810.87,37810.87,37810.87,37810.87,37810.87,37810.87,37810.87,37810.87,37810.87,37962.722,38114.574,38266.426,38418.278,38570.13,39127.74,39685.35,40242.96,40800.57,41358.18,41904.984,42451.788,42998.592,43545.396,44092.2,44654.458,45216.716,45778.973999999995,46341.231999999996,46903.49,47499.342,48095.193999999996,48691.046,49286.898,49882.75,50467.852,51052.954,51638.056000000004,52223.158,52808.26,53399.664000000004,53991.068,54582.472,55173.876,55765.28,56404.344,57043.407999999996,57682.472,58321.536,58960.6,59621.704,60282.808,60943.912000000004,61605.016,62266.12,62934.306000000004,63602.492000000006,64270.678,64938.864,65607.05,66253.326,66899.602,67545.878,68192.154,68838.43,69462.276,70086.122,70709.968,71333.814,71957.66,72546.018,73134.376,73722.734,74311.092,74899.45,75458.968,76018.48599999999,76578.004,77137.522,77697.04,78234.272,78771.504,79308.73599999999,79845.968,80383.2,80900.582,81417.96399999999,81935.346,82452.728,82970.11
OC-AUS-QL,AUS,OC-AUS,0.24506819350369058,GWh,61845.4,61845.4,61845.4,61845.4,61845.4,61845.4,61845.4,61845.4,61845.4,61845.4,61845.4,62093.774,62342.148,62590.522,62838.896,63087.27,63999.327999999994,64911.386,65823.444,66735.502,67647.56,68541.938,69436.31599999999,70330.694,71225.072,72119.45,73039.108,73958.766,74878.424,75798.08200000001,76717.74,77692.348,78666.956,79641.564,80616.172,81590.78,82547.804,83504.828,84461.852,85418.87599999999,86375.9,87343.23,88310.56,89277.89,90245.22,91212.55,92257.834,93303.118,94348.402,95393.686,96438.97,97520.308,98601.64600000001,99682.984,100764.322,101845.66,102938.57800000001,104031.496,105124.414,106217.332,107310.25,108367.33,109424.41,110481.48999999999,111538.56999999999,112595.65,113616.046,114636.442,115656.838,116677.234,117697.63,118659.978,119622.326,120584.674,121547.022,122509.37,123424.548,124339.726,125254.904,126170.082,127085.26,127963.98199999999,128842.704,129721.42599999999,130600.148,131478.87,132325.126,133171.38199999998,134017.638,134863.894,135710.15
OC-AUS-SA,AUS,OC-AUS,0.06168069957151127,GWh,15565.74,15565.74,15565.74,15565.74,15565.74,15565.74,15565.74,15565.74,15565.74,15565.74,15565.74,15628.252,15690.764,15753.276,15815.787999999999,15878.3,16107.854,16337.408,16566.962,16796.516,17026.07,17251.174,17476.278,17701.382,17926.486,18151.59,18383.058,18614.526,18845.994,19077.462,19308.93,19554.226,19799.522,20044.818,20290.114,20535.41,20776.282,21017.154,21258.026,21498.898,21739.77,21983.236,22226.702,22470.167999999998,22713.634,22957.1,23220.183999999997,23483.268,23746.352,24009.436,24272.52,24544.68,24816.84,25089.0,25361.16,25633.32,25908.394,26183.468,26458.541999999998,26733.615999999998,27008.69,27274.744,27540.798,27806.852,28072.906,28338.96,28595.782,28852.604,29109.426,29366.248,29623.07,29865.282,30107.494,30349.706000000002,30591.918,30834.13,31064.468,31294.806,31525.144,31755.482,31985.82,32206.984,32428.148,32649.311999999998,32870.476,33091.64,33304.632,33517.623999999996,33730.616,33943.608,34156.6
OC-AUS-SW,AUS,OC-AUS,0.28900311056474165,GWh,72932.81,72932.81,72932.81,72932.81,72932.81,72932.81,72932.81,72932.81,72932.81,72932.81,72932.81,73225.712,73518.614,73811.516,74104.418,74397.32,75472.888,76548.456,77624.024,78699.592,79775.16,80829.88,81884.6,82939.31999999999,83994.04,85048.76,86133.29,87217.81999999999,88302.35,89386.88,90471.41,91620.742,92770.07400000001,93919.406,95068.73800000001,96218.07,97346.66600000001,98475.262,99603.85800000001,100732.454,101861.05,103001.8,104142.55,105283.3,106424.05,107564.8,108797.478,110030.156,111262.834,112495.512,113728.19,115003.386,116278.582,117553.778,118828.974,120104.17,121393.024,122681.878,123970.732,125259.586,126548.44,127795.028,129041.61600000001,130288.204,131534.79200000002,132781.38,133984.71,135188.04,136391.37,137594.7,138798.03,139932.904,141067.778,142202.652,143337.52599999998,144472.4,145551.646,146630.892,147710.138,148789.384,149868.63,150904.886,151941.142,152977.39800000002,154013.654,155049.91,156047.88,157045.85,158043.82,159041.79,160039.76
OC-AUS-VI,AUS,OC-AUS,0.19576952147425034,GWh,49404.39,49404.39,49404.39,49404.39,49404.39,49404.39,49404.39,49404.39,49404.39,49404.39,49404.39,49602.8,49801.21,49999.62,50198.03,50396.44,51125.026000000005,51853.612,52582.198000000004,53310.784,54039.37,54753.832,55468.294,56182.756,56897.218,57611.68,58346.336,59080.992,59815.648,60550.304,61284.96,62063.512,62842.064,63620.616,64399.168,65177.72,65942.228,66706.736,67471.24399999999,68235.752,69000.26,69772.99799999999,70545.73599999999,71318.474,72091.212,72863.95,73698.962,74533.974,75368.98599999999,76203.99799999999,77039.01,77902.822,78766.634,79630.446,80494.258,81358.07,82231.134,83104.198,83977.262,84850.326,85723.39,86567.824,87412.258,88256.692,89101.126,89945.56,90760.692,91575.824,92390.956,93206.088,94021.22,94789.978,95558.736,96327.49399999999,97096.252,97865.01,98596.086,99327.162,100058.238,100789.314,101520.39,102222.346,102924.302,103626.258,104328.21399999999,105030.17,105706.192,106382.21399999999,107058.236,107734.258,108410.28
