REGION,FUEL,YEAR,VALUE
GLOBAL,ELCCYPXX02,2024,37.219968
GLOBAL,ELCCYPXX02,2025,38.005596000000004
GLOBAL,ELCCYPXX02,2026,38.799691200000005
GLOBAL,ELCCYPXX02,2027,39.593786400000006
GLOBAL,ELCCYPXX02,2028,40.3878816
GLOBAL,ELCCYPXX02,2029,41.1819768
GLOBAL,ELCCYPXX02,2030,41.976072
GLOBAL,ELCCYPXX02,2031,42.736168799999994
GLOBAL,ELCCYPXX02,2032,43.4962656
GLOBAL,ELCCYPXX02,2033,44.25636239999999
GLOBAL,ELCCYPXX02,2034,45.0164592
GLOBAL,ELCCYPXX02,2035,45.77655599999999
GLOBAL,ELCCYPXX02,2036,46.4968584
GLOBAL,ELCCYPXX02,2037,47.217160799999995
GLOBAL,ELCCYPXX02,2038,47.937463199999996
GLOBAL,ELCCYPXX02,2039,48.65776559999999
GLOBAL,ELCCYPXX02,2040,49.378068
GLOBAL,ELCCYPXX02,2041,50.084726399999994
GLOBAL,ELCCYPXX02,2042,50.791384799999996
GLOBAL,ELCCYPXX02,2043,51.4980432
GLOBAL,ELCCYPXX02,2044,52.2047016
GLOBAL,ELCCYPXX02,2045,52.91136
GLOBAL,ELCCYPXX02,2046,53.591364
GLOBAL,ELCCYPXX02,2047,54.271367999999995
GLOBAL,ELCCYPXX02,2048,54.951372
GLOBAL,ELCCYPXX02,2049,55.631375999999996
GLOBAL,ELCCYPXX02,2050,56.31137999999999
GLOBAL,ELCCZEXX02,2015,322.274592
GLOBAL,ELCCZEXX02,2016,328.31398079999997
GLOBAL,ELCCZEXX02,2017,334.3533696
GLOBAL,ELCCZEXX02,2018,340.3927584
GLOBAL,ELCCZEXX02,2019,346.4321472
GLOBAL,ELCCZEXX02,2020,352.47153599999996
GLOBAL,ELCCZEXX02,2021,358.39642319999996
GLOBAL,ELCCZEXX02,2022,364.3213104
GLOBAL,ELCCZEXX02,2023,370.24619759999996
GLOBAL,ELCCZEXX02,2024,376.1710848
GLOBAL,ELCCZEXX02,2025,382.095972
GLOBAL,ELCCZEXX02,2026,387.88966800000003
GLOBAL,ELCCZEXX02,2027,393.683364
GLOBAL,ELCCZEXX02,2028,399.47706
GLOBAL,ELCCZEXX02,2029,405.270756
GLOBAL,ELCCZEXX02,2030,411.064452
GLOBAL,ELCCZEXX02,2031,416.62024560000003
GLOBAL,ELCCZEXX02,2032,422.1760392
GLOBAL,ELCCZEXX02,2033,427.7318328
GLOBAL,ELCCZEXX02,2034,433.28762639999997
GLOBAL,ELCCZEXX02,2035,438.84342
GLOBAL,ELCCZEXX02,2036,444.26772
GLOBAL,ELCCZEXX02,2037,449.69201999999996
GLOBAL,ELCCZEXX02,2038,455.11632
GLOBAL,ELCCZEXX02,2039,460.54062
GLOBAL,ELCCZEXX02,2040,465.96491999999995
GLOBAL,ELCCZEXX02,2041,471.21847199999996
GLOBAL,ELCCZEXX02,2042,476.472024
GLOBAL,ELCCZEXX02,2043,481.725576
GLOBAL,ELCCZEXX02,2044,486.97912799999995
GLOBAL,ELCCZEXX02,2045,492.23267999999996
GLOBAL,ELCCZEXX02,2046,497.47939919999993
GLOBAL,ELCCZEXX02,2047,502.72611839999996
GLOBAL,ELCCZEXX02,2048,507.97283759999993
GLOBAL,ELCCZEXX02,2049,513.2195568000001
GLOBAL,ELCCZEXX02,2050,518.466276
GLOBAL,ELCDEUXX02,2015,2595.36654
GLOBAL,ELCDEUXX02,2016,2625.2942112
GLOBAL,ELCDEUXX02,2017,2655.2218823999997
GLOBAL,ELCDEUXX02,2018,2685.1495536
GLOBAL,ELCDEUXX02,2019,2715.0772248
GLOBAL,ELCDEUXX02,2020,2745.004896
GLOBAL,ELCDEUXX02,2021,2771.8767792
GLOBAL,ELCDEUXX02,2022,2798.7486624
GLOBAL,ELCDEUXX02,2023,2825.6205456
GLOBAL,ELCDEUXX02,2024,2852.4924288
GLOBAL,ELCDEUXX02,2025,2879.364312
GLOBAL,ELCDEUXX02,2026,2904.2382168
GLOBAL,ELCDEUXX02,2027,2929.1121216
GLOBAL,ELCDEUXX02,2028,2953.9860264
GLOBAL,ELCDEUXX02,2029,2978.8599312
GLOBAL,ELCDEUXX02,2030,3003.733836
GLOBAL,ELCDEUXX02,2031,3027.1293288
GLOBAL,ELCDEUXX02,2032,3050.5248216
GLOBAL,ELCDEUXX02,2033,3073.9203144
GLOBAL,ELCDEUXX02,2034,3097.3158071999997
GLOBAL,ELCDEUXX02,2035,3120.7113
GLOBAL,ELCDEUXX02,2036,3143.747124
GLOBAL,ELCDEUXX02,2037,3166.7829479999996
GLOBAL,ELCDEUXX02,2038,3189.818772
GLOBAL,ELCDEUXX02,2039,3212.8545959999997
GLOBAL,ELCDEUXX02,2040,3235.8904199999997
GLOBAL,ELCDEUXX02,2041,3256.8895944
GLOBAL,ELCDEUXX02,2042,3277.8887687999995
GLOBAL,ELCDEUXX02,2043,3298.8879432
GLOBAL,ELCDEUXX02,2044,3319.8871176
GLOBAL,ELCDEUXX02,2045,3340.8862919999997
GLOBAL,ELCDEUXX02,2046,3359.1463344
GLOBAL,ELCDEUXX02,2047,3377.4063767999996
GLOBAL,ELCDEUXX02,2048,3395.6664192
GLOBAL,ELCDEUXX02,2049,3413.9264615999996
GLOBAL,ELCDEUXX02,2050,3432.186504
GLOBAL,ELCDNKXX02,2015,241.69518
GLOBAL,ELCDNKXX02,2016,244.1171376
GLOBAL,ELCDNKXX02,2017,246.53909520000002
GLOBAL,ELCDNKXX02,2018,248.96105279999998
GLOBAL,ELCDNKXX02,2019,251.3830104
GLOBAL,ELCDNKXX02,2020,253.804968
GLOBAL,ELCDNKXX02,2021,256.1427144
GLOBAL,ELCDNKXX02,2022,258.4804608
GLOBAL,ELCDNKXX02,2023,260.8182072
GLOBAL,ELCDNKXX02,2024,263.15595360000003
GLOBAL,ELCDNKXX02,2025,265.4937
GLOBAL,ELCDNKXX02,2026,267.7548168
GLOBAL,ELCDNKXX02,2027,270.01593360000004
GLOBAL,ELCDNKXX02,2028,272.27705039999995
GLOBAL,ELCDNKXX02,2029,274.5381672
GLOBAL,ELCDNKXX02,2030,276.799284
GLOBAL,ELCDNKXX02,2031,278.9710344
GLOBAL,ELCDNKXX02,2032,281.14278479999996
GLOBAL,ELCDNKXX02,2033,283.3145352
GLOBAL,ELCDNKXX02,2034,285.4862856
GLOBAL,ELCDNKXX02,2035,287.658036
GLOBAL,ELCDNKXX02,2036,289.8239256
GLOBAL,ELCDNKXX02,2037,291.98981519999995
GLOBAL,ELCDNKXX02,2038,294.1557048
GLOBAL,ELCDNKXX02,2039,296.3215944
GLOBAL,ELCDNKXX02,2040,298.487484
GLOBAL,ELCDNKXX02,2041,300.7352304
GLOBAL,ELCDNKXX02,2042,302.98297679999996
GLOBAL,ELCDNKXX02,2043,305.2307232
GLOBAL,ELCDNKXX02,2044,307.4784696
GLOBAL,ELCDNKXX02,2045,309.72621599999997
GLOBAL,ELCDNKXX02,2046,312.0870816
GLOBAL,ELCDNKXX02,2047,314.4479472
GLOBAL,ELCDNKXX02,2048,316.80881279999994
GLOBAL,ELCDNKXX02,2049,319.16967839999995
GLOBAL,ELCDNKXX02,2050,321.53054399999996
GLOBAL,ELCESTXX02,2015,34.199892
GLOBAL,ELCESTXX02,2016,34.604712
GLOBAL,ELCESTXX02,2017,35.00953199999999
GLOBAL,ELCESTXX02,2018,35.414352
GLOBAL,ELCESTXX02,2019,35.819171999999995
GLOBAL,ELCESTXX02,2020,36.223991999999996
GLOBAL,ELCESTXX02,2021,36.6649056
GLOBAL,ELCESTXX02,2022,37.1058192
GLOBAL,ELCESTXX02,2023,37.546732799999994
GLOBAL,ELCESTXX02,2024,37.987646399999996
GLOBAL,ELCESTXX02,2025,38.42856
GLOBAL,ELCESTXX02,2026,38.842675199999995
GLOBAL,ELCESTXX02,2027,39.2567904
GLOBAL,ELCESTXX02,2028,39.6709056
