NAME,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
CHN_Hyd_Laxiwa6481,6.894171347,7.639487169,18.69500519,38.3837648,61.67488422,68.94171347,68.94171347,68.94171347,68.94171347,35.15406291,8.012145079,6.894171347
USA_Hyd_CenterHill22208,52.57049775,52.57049775,52.57049775,24.07728797,25.07612743,21.13334009,12.56434896,7.727863169,16.19171331,13.77347041,34.85424001,52.57049775
USA_Hyd_Haiwee24084,52.57049775,52.57049775,52.57049775,30.54697855,16.14508173,7.088218786,7.335674058,5.257049775,8.919387798,10.75055681,25.30092679,52.57049775
CHN_Hyd_Zhiganglaka7858,6.894171347,7.639487169,18.88133414,38.94275166,61.178007,68.94171347,68.94171347,68.94171347,68.94171347,35.34039186,8.012145079,6.894171347
CHN_Hyd_GansuHuangshui5427,6.894171347,7.950035428,20.74462369,38.88064201,56.89244103,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
CHN_Hyd_LijiaxiaDam6546,6.894171347,7.639487169,18.75711484,38.57009375,61.61277456,68.94171347,68.94171347,68.94171347,68.94171347,35.27828221,8.012145079,6.894171347
CHN_Hyd_Longyangxia6600,6.894171347,7.639487169,18.69500519,38.3837648,61.67488422,68.94171347,68.94171347,68.94171347,68.94171347,35.15406291,8.012145079,6.894171347
JPN_Hyd_Azumi13619,3.709741334,8.795677034,29.91726882,29.91726882,10.94972039,20.3437428,29.91726882,15.07830349,29.91726882,20.3437428,15.85615248,7.569069012
USA_Hyd_LowerTuleRive25338,52.57049775,52.57049775,52.57049775,23.20846898,10.22233594,7.07128895,5.495765456,5.257049775,5.686738,5.925453681,17.19283382,52.57049775
JPN_Hyd_Miboro13746,7.658820819,13.28326736,29.91726882,29.91726882,16.57416693,28.09231543,29.91726882,18.66837575,29.91726882,20.43349461,17.32209865,10.59071316
CHN_Hyd_Bapanxia4930,6.894171347,7.950035428,20.74462369,38.88064201,56.89244103,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
KOR_Hyd_Sangju16797,6.185717336,13.04217511,19.2651558,17.70009479,17.99820165,37.26335745,37.26335745,37.26335745,37.26335745,14.30912926,11.96153774,4.844236468
JPN_Hyd_Oshirakawa13817,7.658820819,13.28326736,29.91726882,29.91726882,16.57416693,28.09231543,29.91726882,18.66837575,29.91726882,20.43349461,17.32209865,10.59071316
CHN_Hyd_GansuYongjing5454,6.894171347,7.950035428,20.74462369,38.88064201,56.89244103,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
CHN_Hyd_Daxia5252,6.894171347,7.950035428,20.24774648,38.19743584,56.51978312,68.94171347,68.94171347,68.94171347,68.94171347,34.47085674,8.446912642,6.894171347
CHN_Hyd_Xiaoxia7472,6.894171347,7.950035428,20.24774648,38.19743584,56.51978312,68.94171347,68.94171347,68.94171347,68.94171347,34.47085674,8.446912642,6.894171347
USA_Hyd_KeystoneDam24893,21.29105159,29.01891476,48.20714643,42.52953268,52.57049775,52.57049775,15.29801484,13.72089991,52.57049775,48.20714643,52.57049775,32.38342661
JPN_Hyd_Midono13747,3.709741334,8.795677034,29.91726882,29.91726882,10.94972039,20.3437428,29.91726882,15.07830349,29.91726882,20.3437428,15.85615248,7.569069012
USA_Hyd_JPPriest24647,52.57049775,52.57049775,52.57049775,30.64860019,30.80631168,22.18475005,10.61924054,7.149587694,16.71741828,13.30033593,38.32389286,52.57049775
USA_Hyd_TuleRiver28639,52.57049775,52.57049775,52.57049775,23.20846898,10.22233594,7.07128895,5.495765456,5.257049775,5.686738,5.925453681,17.19283382,52.57049775
PAK_Hyd_NaltarV15055,22.01090355,31.54719995,50.19907377,70.39358378,80,80,80,80,56.6500978,18.92563119,12.33436751,17.1025157
USA_Hyd_CherokeeDam22289,52.57049775,52.57049775,52.57049775,31.22687566,26.65324236,22.02703856,16.55970679,10.67181104,9.830683079,10.14610607,30.01775421,52.57049775
CHN_Hyd_HuangshuiHuang6076,6.894171347,7.950035428,20.74462369,38.88064201,56.89244103,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
IRN_Hyd_Siahbishe13209,44.48523095,44.48523095,44.48523095,17.7006734,6.330248364,4.448523095,4.448523095,4.448523095,4.448523095,6.730615443,25.74805167,44.48523095
USA_Hyd_NorrisDam26216,52.57049775,52.57049775,52.57049775,30.2280362,25.23383892,23.02587801,16.92770027,9.252407603,11.88093249,11.93350299,32.22571512,52.57049775
CHN_Hyd_Taiin7274,6.894171347,11.99396933,12.90931769,14.21695819,17.28991339,68.94171347,68.94171347,68.94171347,68.94171347,34.15847595,15.98227288,8.986396161
USA_Hyd_Markham25497,34.27596453,33.11941358,52.57049775,44.52721159,52.46535675,52.57049775,13.51061792,13.9837524,52.57049775,47.94429394,52.57049775,46.84031349
KOR_Hyd_Gumi16751,6.185717336,13.04217511,19.2651558,17.70009479,17.99820165,37.26335745,37.26335745,37.26335745,37.26335745,14.30912926,11.96153774,4.844236468
USA_Hyd_AbiquiuDam20929,5.542070546,6.492139782,14.90025252,52.57049775,52.57049775,52.57049775,52.57049775,47.29761348,34.56668572,39.79206652,15.89782522,5.257049775
USA_Hyd_Norfork26214,48.41742842,52.57049775,52.57049775,47.57630046,46.47232001,30.49088869,10.30381756,8.779273124,29.49204924,26.23267838,52.57049775,52.57049775
USA_Hyd_Salina27528,34.27596453,33.11941358,52.57049775,44.52721159,52.46535675,52.57049775,13.51061792,13.9837524,52.57049775,47.94429394,52.57049775,46.84031349
JPN_Hyd_TedorigawaDaii13889,26.83579013,26.23744476,29.91726882,29.91726882,19.17696932,23.57480783,29.91726882,14.74921353,28.90008168,17.23234684,27.10504555,29.91726882
USA_Hyd_CordellHull22573,52.57049775,52.57049775,52.57049775,24.07728797,25.07612743,21.13334009,12.56434896,7.727863169,16.19171331,13.77347041,34.85424001,52.57049775
USA_Hyd_OldHickory26379,52.57049775,52.57049775,52.57049775,30.64860019,30.80631168,22.18475005,10.61924054,7.149587694,16.71741828,13.30033593,38.32389286,52.57049775
TUN_Hyd_Nebeur18125,23.46933935,23.46933935,23.46933935,16.30688222,11.4254624,4.582350491,2.346933935,2.620658412,4.331436388,4.126143031,15.50851917,23.46933935
KOR_Hyd_Baekje16715,3.726335745,11.59654591,26.91154948,22.62193042,18.11960299,37.26335745,37.26335745,37.26335745,37.26335745,17.942346,13.33366437,5.817968176
USA_Hyd_Cheatham22280,52.57049775,52.57049775,52.57049775,30.64860019,30.80631168,22.18475005,10.61924054,7.149587694,16.71741828,13.30033593,38.32389286,52.57049775
CHN_Hyd_JinxingMinheC6410,6.894171347,7.950035428,20.74462369,38.88064201,56.89244103,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
USA_Hyd_Watauga29070,52.57049775,52.57049775,52.57049775,43.68608363,38.53417485,33.96054154,28.23035729,22.34246154,21.86932706,21.86932706,34.06568254,52.57049775
USA_Hyd_Wilbur29325,52.57049775,52.57049775,52.57049775,43.68608363,38.53417485,33.96054154,28.23035729,22.34246154,21.86932706,21.86932706,34.06568254,52.57049775
CHN_Hyd_QinghaiMinheH6867,6.894171347,7.950035428,20.74462369,38.88064201,56.89244103,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
CHN_Hyd_XiangtangErji7456,6.894171347,7.950035428,20.74462369,38.88064201,56.89244103,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
KOR_Hyd_Nakdan16782,6.185717336,13.04217511,19.2651558,17.70009479,17.99820165,37.26335745,37.26335745,37.26335745,37.26335745,14.30912926,11.96153774,4.844236468
USA_Hyd_BullShoals21874,49.25855639,52.57049775,52.57049775,48.31228743,52.57049775,40.74213575,10.19867656,10.09353557,29.01891476,29.86004272,52.57049775,52.57049775
CHN_Hyd_XiangtangXiaT7457,6.894171347,7.950035428,20.74462369,38.88064201,56.89244103,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
SYR_Hyd_TeshreenTishr17872,44.5640729,44.5640729,44.5640729,44.52396524,29.08251398,6.622221233,4.45640729,4.45640729,4.616837953,13.36030906,33.73500319,44.5640729
KOR_Hyd_BoryeongHydro16718,3.726335745,10.12950128,22.86507914,22.29905346,19.32741863,37.26335745,37.26335745,37.26335745,37.26335745,15.11760261,13.31339575,5.990438476
CHN_Hyd_Wujinxia7420,6.894171347,7.950035428,20.24774648,38.19743584,56.51978312,68.94171347,68.94171347,68.94171347,68.94171347,34.47085674,8.446912642,6.894171347
KOR_Hyd_Cheongsong16729,9.241312647,17.10388107,17.62556807,17.84914822,17.17840778,37.26335745,37.26335745,37.26335745,37.26335745,14.04828576,12.89312168,6.148453979
USA_Hyd_TerminusHydroe28465,52.57049775,52.57049775,52.57049775,36.19642722,13.01569366,7.30380859,5.495044986,5.257049775,5.495044986,6.494624873,16.82361704,52.57049775
USA_Hyd_BeaverDam21449,38.06104037,52.57049775,52.57049775,43.47580164,45.73633304,46.05175603,10.56667005,12.09121448,31.64743964,29.12405575,52.57049775,52.57049775
CHN_Hyd_XinjiangHetian7516,34.8489242,49.12653067,68.94171347,28.31058105,20.43788216,36.58358667,68.94171347,68.94171347,68.94171347,11.96472318,6.894171347,15.90107262
USA_Hyd_AvalonHydropow21287,52.57049775,52.57049775,52.57049775,47.26087747,36.58906643,34.53881702,25.07612743,27.44179982,45.89404453,42.37182118,40.95241774,52.57049775
USA_Hyd_BooneDam21696,52.57049775,52.57049775,52.57049775,43.68608363,38.53417485,33.96054154,28.23035729,22.34246154,21.86932706,21.86932706,34.06568254,52.57049775
USA_Hyd_Cottonwood22613,52.57049775,52.57049775,52.57049775,36.19642722,13.01569366,7.30380859,5.495044986,5.257049775,5.495044986,6.494624873,16.82361704,52.57049775
USA_Hyd_Kaweah224832,52.57049775,52.57049775,52.57049775,36.19642722,13.01569366,7.30380859,5.495044986,5.257049775,5.495044986,6.494624873,16.82361704,52.57049775
KOR_Hyd_Gongju16750,3.726335745,11.59654591,26.91154948,22.62193042,18.11960299,37.26335745,37.26335745,37.26335745,37.26335745,17.942346,13.33366437,5.817968176
USA_Hyd_Kaweah124831,52.57049775,52.57049775,52.57049775,36.19642722,13.01569366,7.30380859,5.495044986,5.257049775,5.495044986,6.494624873,16.82361704,52.57049775
USA_Hyd_Pensacola26711,34.27596453,33.11941358,52.57049775,44.52721159,52.46535675,52.57049775,13.51061792,13.9837524,52.57049775,47.94429394,52.57049775,46.84031349
KOR_Hyd_Sejong16799,3.726335745,11.59654591,26.91154948,22.62193042,18.11960299,37.26335745,37.26335745,37.26335745,37.26335745,17.942346,13.33366437,5.817968176
DZA_Hyd_IghilEmda29,19.52134601,19.52134601,19.52134601,13.56375164,9.503480323,3.811511185,1.952134601,2.179813366,3.60280565,3.432046576,12.89968858,19.52134601
JPN_Hyd_ShinTakasegawa13851,3.709741334,8.795677034,29.91726882,29.91726882,10.94972039,20.3437428,29.91726882,15.07830349,29.91726882,20.3437428,15.85615248,7.569069012
KOR_Hyd_Daecheong16732,3.726335745,11.59654591,26.91154948,22.62193042,18.11960299,37.26335745,37.26335745,37.26335745,37.26335745,17.942346,13.33366437,5.817968176
USA_Hyd_RoanokeRapids27284,52.57049775,52.57049775,52.57049775,35.0119515,26.91609485,23.60415349,26.81095385,36.58906643,49.62654987,35.48508598,35.16966299,52.57049775
USA_Hyd_Kaweah324833,52.57049775,52.57049775,52.57049775,36.19642722,13.01569366,7.30380859,5.495044986,5.257049775,5.495044986,6.494624873,16.82361704,52.57049775
USA_Hyd_FortPatrickHe23535,52.57049775,52.57049775,52.57049775,43.68608363,38.53417485,33.96054154,28.23035729,22.34246154,21.86932706,21.86932706,34.06568254,52.57049775
USA_Hyd_Gaston23719,52.57049775,52.57049775,52.57049775,35.0119515,26.91609485,23.60415349,26.81095385,36.58906643,49.62654987,35.48508598,35.16966299,52.57049775
USA_Hyd_SouthHolston28000,52.57049775,52.57049775,52.57049775,36.58906643,35.90564996,27.54694082,22.92073702,16.87512978,17.03284127,13.82604091,27.02123584,52.57049775
TUR_Hyd_GezendeDam18180,54.70537301,54.70537301,54.70537301,42.68466033,21.2477227,11.23046213,6.822867479,5.470537301,5.670882513,13.58451836,47.59311801,54.70537301
USA_Hyd_DaleHollow22771,52.57049775,52.57049775,52.57049775,28.91377376,29.75490172,25.02355693,13.56318842,11.40779801,18.50481521,15.24544435,36.06336145,52.57049775
KOR_Hyd_Imha16767,9.241312647,17.10388107,17.62556807,17.84914822,17.17840778,37.26335745,37.26335745,37.26335745,37.26335745,14.04828576,12.89312168,6.148453979
CHN_Hyd_GansuDatonghe5421,6.894171347,7.950035428,20.74462369,38.88064201,56.89244103,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
CHN_Hyd_GansuMingjiazh5439,6.894171347,7.950035428,20.74462369,38.88064201,56.89244103,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
KOR_Hyd_Yecheon16825,9.241312647,17.10388107,17.62556807,17.84914822,17.17840778,37.26335745,37.26335745,37.26335745,37.26335745,14.04828576,12.89312168,6.148453979
USA_Hyd_SchoolfieldDam27651,52.57049775,52.57049775,52.57049775,52.57049775,37.48276489,36.64163693,25.96982589,25.96982589,46.577461,42.95009666,43.84379512,51.78194028
KOR_Hyd_AndongKowaco16711,6.185717336,13.04217511,19.2651558,17.70009479,17.99820165,37.26335745,37.26335745,37.26335745,37.26335745,14.30912926,11.96153774,4.844236468
CHN_Hyd_NingxiaShapoto6752,6.894171347,7.950035428,20.24774648,38.19743584,56.51978312,68.94171347,68.94171347,68.94171347,68.94171347,34.47085674,8.446912642,6.894171347
TUN_Hyd_SidiSalem18129,23.46933935,23.46933935,23.46933935,13.81023938,8.111590414,3.777096802,2.346933935,2.610964003,3.821101813,6.351389962,19.28886328,23.46933935
CHN_Hyd_DujiawanSmall5298,6.894171347,7.950035428,20.74462369,38.88064201,56.89244103,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
TUN_Hyd_Fernana18115,23.46933935,23.46933935,18.17807012,11.67066239,4.587189055,2.901663774,2.346933935,2.496284277,3.307043272,9.515750319,23.46933935,23.46933935
USA_Hyd_ElVadoDam23185,5.542070546,6.492139782,14.90025252,52.57049775,52.57049775,52.57049775,52.57049775,47.29761348,34.56668572,39.79206652,15.89782522,5.257049775
USA_Hyd_TableRock28391,44.89520508,52.57049775,52.57049775,51.93965177,49.83683186,51.57165829,18.08425122,12.61691946,42.58210317,32.12057412,52.57049775,52.57049775
USA_Hyd_JohnHKerr24733,52.57049775,52.57049775,52.57049775,43.42323114,28.17778679,25.18126842,25.49669141,31.12173467,45.68376254,49.52140888,44.00150661,52.57049775
CHN_Hyd_XiaoshuichiHyd7470,6.894171347,7.639487169,18.88133414,38.94275166,61.178007,68.94171347,68.94171347,68.94171347,68.94171347,35.34039186,8.012145079,6.894171347
IRQ_Hyd_MosulDam13248,33.69270006,33.69270006,33.69270006,24.53502418,12.37532873,3.702827737,3.369270006,3.369270006,3.399593436,5.5828804,11.52627269,33.69270006
IRQ_Hyd_MosulDamRegul13249,33.69270006,33.69270006,33.69270006,24.53502418,12.37532873,3.702827737,3.369270006,3.369270006,3.399593436,5.5828804,11.52627269,33.69270006
USA_Hyd_OzarkBeach26531,44.89520508,52.57049775,52.57049775,51.93965177,49.83683186,51.57165829,18.08425122,12.61691946,42.58210317,32.12057412,52.57049775,52.57049775
USA_Hyd_Martinsville25545,52.57049775,52.57049775,52.57049775,47.26087747,36.58906643,34.53881702,25.07612743,27.44179982,45.89404453,42.37182118,40.95241774,52.57049775
USA_Hyd_Pinnacles26802,52.57049775,52.57049775,52.57049775,47.26087747,36.58906643,34.53881702,25.07612743,27.44179982,45.89404453,42.37182118,40.95241774,52.57049775
TUN_Hyd_Bouherthma18113,23.46933935,23.46933935,18.17807012,11.67066239,4.587189055,2.901663774,2.346933935,2.496284277,3.307043272,9.515750319,23.46933935,23.46933935
USA_Hyd_Emporia23245,52.57049775,52.57049775,52.57049775,35.0119515,26.91609485,23.60415349,26.81095385,36.58906643,49.62654987,35.48508598,35.16966299,52.57049775
USA_Hyd_KawHydro24829,20.34478263,30.75374118,49.0482744,43.10780815,52.57049775,52.57049775,30.3857477,30.12289521,52.57049775,51.72936978,52.57049775,31.33201666
USA_Hyd_FriesHydroelec23630,52.57049775,52.57049775,52.57049775,52.57049775,41.05755874,35.59022697,25.07612743,20.87048761,24.44528145,32.54113811,34.11825304,50.57281883
IRN_Hyd_SefidRood13193,44.48523095,44.48523095,44.48523095,40.60167029,15.85898483,4.969000297,4.448523095,4.488559803,4.488559803,6.330248364,25.94823521,44.48523095
TUN_Hyd_Kasseb18120,23.46933935,23.46933935,18.44528543,11.62539947,4.677239796,2.945544615,2.346933935,2.475207652,3.330365766,9.252335706,23.46933935,23.46933935
USA_Hyd_PhilpottLake26751,52.57049775,52.57049775,52.57049775,47.26087747,36.58906643,34.53881702,25.07612743,27.44179982,45.89404453,42.37182118,40.95241774,52.57049775
USA_Hyd_Halifax24087,52.57049775,52.57049775,52.57049775,42.0038277,33.90797105,34.80166951,23.70929448,18.87280869,45.36833956,44.15921811,38.74445684,52.57049775
USA_Hyd_Byllesby221910,52.57049775,52.57049775,52.57049775,52.57049775,41.05755874,35.59022697,25.07612743,20.87048761,24.44528145,32.54113811,34.11825304,50.57281883
TUN_Hyd_Aroussia18110,23.46933935,23.46933935,23.46933935,13.81023938,8.111590414,3.777096802,2.346933935,2.610964003,3.821101813,6.351389962,19.28886328,23.46933935
JPN_Hyd_Tamahara13886,6.312543722,7.957993507,23.06621426,29.91726882,14.24061996,18.87779663,29.91726882,29.91726882,29.91726882,22.91662792,25.07067127,16.54424966
USA_Hyd_NavajoDam26082,5.542070546,6.492139782,14.90025252,52.57049775,52.57049775,52.57049775,52.57049775,47.29761348,34.56668572,39.79206652,15.89782522,5.257049775
USA_Hyd_BuckHydro21843,52.57049775,52.57049775,52.57049775,52.57049775,41.05755874,35.59022697,25.07612743,20.87048761,24.44528145,32.54113811,34.11825304,50.57281883
KOR_Hyd_Goesan16749,3.726335745,11.59654591,26.91154948,22.62193042,18.11960299,37.26335745,37.26335745,37.26335745,37.26335745,17.942346,13.33366437,5.817968176
CHN_Hyd_WuluwatiDam7427,29.30022823,38.23711701,52.6638089,66.19681192,68.94171347,68.94171347,68.94171347,68.94171347,52.91914858,11.29878082,6.894171347,12.89465382
JPN_Hyd_Imaichi13672,6.671550948,8.227248926,23.93381506,29.91726882,14.3902063,18.4290376,29.91726882,29.91726882,29.91726882,23.00637973,26.08785841,17.71102314
USA_Hyd_PineFlat26782,52.57049775,52.57049775,52.57049775,37.43785649,23.02353682,14.73889461,5.831707037,5.257049775,5.975371353,6.933133458,20.00658619,52.57049775
JPN_Hyd_Okukiyotsu13800,7.509234475,10.14195413,29.91726882,29.91726882,9.603443292,18.0401131,29.91726882,28.39148811,29.91726882,24.23298775,23.24571788,17.80077495
USA_Hyd_WolfCreek29424,52.57049775,52.57049775,52.57049775,28.91377376,29.75490172,25.02355693,13.56318842,11.40779801,18.50481521,15.24544435,36.06336145,52.57049775
TUR_Hyd_KarkamDam18190,54.70537301,54.70537301,54.70537301,34.5279704,13.70923226,7.641211421,5.470537301,5.470537301,5.81587182,8.183879951,21.55325919,54.70537301
CHN_Hyd_XinjiangHetian7515,29.30022823,38.23711701,52.6638089,66.19681192,68.94171347,68.94171347,68.94171347,68.94171347,52.91914858,11.29878082,6.894171347,12.89465382
USA_Hyd_KingsRiverPH24925,52.57049775,52.57049775,52.57049775,37.43785649,23.02353682,14.73889461,5.831707037,5.257049775,5.975371353,6.933133458,20.00658619,52.57049775
ESP_Hyd_TAJODELAENCA17422,33.320614,33.320614,23.08283018,13.29804565,8.979452475,4.540059491,3.3320614,4.147460112,5.204458441,13.38864551,33.320614,33.320614
TUR_Hyd_OymapinarDam18204,54.70537301,54.70537301,47.01242993,19.66525808,12.36937013,9.143297223,5.619432974,5.470537301,5.768328646,14.90059656,54.70537301,54.70537301
USA_Hyd_Balch221349,52.57049775,52.57049775,52.57049775,41.35968076,14.1877006,7.394705557,5.542070546,5.257049775,5.447063622,6.777160553,16.70538407,52.57049775
