NAME,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
BRA_Hyd_SoJoaquim3028,80,80,80,35.57192188,26.27447295,22.28093783,19.90977636,19.22338751,27.77204861,34.32394216,62.65308186,80
BRA_Hyd_Palmeiras2488,80,80,80,35.57192188,26.27447295,22.28093783,19.90977636,19.22338751,27.77204861,34.32394216,62.65308186,80
BRA_Hyd_Brecha1333,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_SoJoo3044,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_SaltodoParaop2822,80,80,80,41.14707484,30.57440906,25.25564468,21.68818076,19.22338751,30.18523117,38.03365178,52.69268532,80
BRA_Hyd_Funil1921,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_Caboclo1399,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_Salto2792,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_Julies2163,80,80,80,34.52685109,26.03186723,22.40900646,19.9104818,19.22338751,28.03068696,33.58990434,63.19742162,80
BRA_Hyd_Anhanguera1134,80,80,80,36.50790667,26.21207396,22.09374088,19.84737737,19.22338751,27.58485165,35.44712391,63.15227375,80
BRA_Hyd_MunizFreire2380,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_Fumaa1915,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_Retiro2701,80,80,80,36.50790667,26.21207396,22.09374088,19.84737737,19.22338751,27.58485165,35.44712391,63.15227375,80
BRA_Hyd_SantaIzabel2869,80,80,80,40.32725817,27.20863587,22.64563681,19.66701242,19.22338751,25.68763618,37.34863378,57.88212955,80
BRA_Hyd_ViosaAntiga3340,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_Jucu2161,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_IlhaSolteira2049,80,80,80,40.29012742,24.81632731,21.025557,19.34767506,19.22338751,23.63559558,36.43721334,60.54899825,80
BRA_Hyd_Furquim1929,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
MUS_Hyd_ChampagneMauri14161,41.02923016,41.02923016,41.02923016,11.52548375,6.117085224,5.07270482,4.774310419,4.513215318,4.102923016,5.482997122,14.36023056,41.02923016
MUS_Hyd_Ferney14164,41.02923016,41.02923016,41.02923016,11.52548375,6.117085224,5.07270482,4.774310419,4.513215318,4.102923016,5.482997122,14.36023056,41.02923016
MUS_Hyd_TamarinFalls14175,41.02923016,41.02923016,41.02923016,11.52548375,6.117085224,5.07270482,4.774310419,4.513215318,4.102923016,5.482997122,14.36023056,41.02923016
BRA_Hyd_SoPedro3056,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_Marimbondo2305,80,80,80,37.91907386,26.47656349,22.78744812,20.03624344,19.22338751,26.85172776,37.04369056,60.80409462,80
BRA_Hyd_MarechalMascar2291,80,80,80,35.38472492,26.27447295,22.34333682,19.97217535,19.22338751,27.8344476,33.88714925,62.65308186,80
BRA_Hyd_AgostinhoRodri1073,80,80,80,41.14707484,30.57440906,25.25564468,21.68818076,19.22338751,30.18523117,38.03365178,52.69268532,80
BRA_Hyd_PauloMascarenh2541,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_Cajuru1431,80,80,80,34.52685109,26.03186723,22.40900646,19.9104818,19.22338751,28.03068696,33.58990434,63.19742162,80
BRA_Hyd_BenjamimMrio1278,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_RiodePedras2736,80,80,80,41.14707484,30.57440906,25.25564468,21.68818076,19.22338751,30.18523117,38.03365178,52.69268532,80
BRA_Hyd_RisoletaNeves2744,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
MDG_Hyd_Sahanivotry14089,80,80,80,58.41496742,54.45816625,53.6940943,53.47578803,53.28477004,52.98459892,53.99426542,60.488877,80
BRA_Hyd_TlioCordeiro3151,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_Codorna1601,80,80,80,34.52685109,26.03186723,22.40900646,19.9104818,19.22338751,28.03068696,33.58990434,63.19742162,80
BRA_Hyd_EstreitoLuiz1824,80,80,80,35.57192188,26.27447295,22.28093783,19.90977636,19.22338751,27.77204861,34.32394216,62.65308186,80
BRA_Hyd_G1931,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_ENova1767,80,80,80,34.52685109,26.03186723,22.40900646,19.9104818,19.22338751,28.03068696,33.58990434,63.19742162,80
BRA_Hyd_PortoColmbia2624,80,80,80,36.50790667,26.21207396,22.09374088,19.84737737,19.22338751,27.58485165,35.44712391,63.15227375,80
BRA_Hyd_JooCamiloPe2153,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_D1707,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_F1848,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_E1766,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_SoDomingos3019,80,80,80,40.3794071,25.92070732,22.22779266,19.66152993,19.22338751,24.35591298,36.74908421,59.15693928,80
BRA_Hyd_Sua3009,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_Durand1765,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_Caixo1427,80,80,80,34.52685109,26.03186723,22.40900646,19.9104818,19.22338751,28.03068696,33.58990434,63.19742162,80
BRA_Hyd_Varginha3224,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_VoltaGrande3342,80,80,80,36.50790667,26.21207396,22.09374088,19.84737737,19.22338751,27.58485165,35.44712391,63.15227375,80
BRA_Hyd_Jaguara2127,80,80,80,35.57192188,26.27447295,22.28093783,19.90977636,19.22338751,27.77204861,34.32394216,62.65308186,80
BRA_Hyd_VrzeaAlegre3345,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_Igarapava2039,80,80,80,36.50790667,26.21207396,22.09374088,19.84737737,19.22338751,27.58485165,35.44712391,63.15227375,80
BRA_Hyd_Peti2569,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_guaVermelha3383,80,80,80,38.16918338,26.47656349,22.66239336,19.97371606,19.22338751,26.35150873,36.66852628,59.24091014,80
BRA_Hyd_RioPiracicaba2726,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_SoGonalo3026,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_Pipoca2590,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_GuilmanAmorim2001,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_SCarvalho3012,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_MadameDenise2259,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_JoodeDeus2156,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_AntnioDias1139,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_AreiaBranca1164,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_CocaisGrande1595,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_Inhapim2062,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_Mascarenhas2311,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_PaiJoaquim2480,80,80,80,42.90746949,25.11307986,19.34870012,19.22338751,19.28604381,22.6694841,39.1480914,69.22311614,80
BRA_Hyd_Aimors1082,80,80,80,46.90129918,28.15174612,24.3890807,20.17999736,19.22338751,28.2792941,28.78948602,50.02622469,80
BRA_Hyd_PortodasPedra2634,80,80,80,40.29012742,24.81632731,21.025557,19.34767506,19.22338751,23.63559558,36.43721334,60.54899825,80
BRA_Hyd_Cachoeiro1415,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_PonteAlta2620,80,80,80,40.3794071,25.92070732,22.22779266,19.66152993,19.22338751,24.35591298,36.74908421,59.15693928,80
BRA_Hyd_Buriti1343,80,80,80,40.29012742,24.81632731,21.025557,19.34767506,19.22338751,23.63559558,36.43721334,60.54899825,80
BRA_Hyd_IndaiGrande2055,80,80,80,40.29012742,24.81632731,21.025557,19.34767506,19.22338751,23.63559558,36.43721334,60.54899825,80
MDG_Hyd_Tsiazompaniry14092,80,80,80,58.41496742,54.45816625,53.6940943,53.47578803,53.28477004,52.98459892,53.99426542,60.488877,80
BRA_Hyd_AltoSucuri1113,80,80,80,40.29012742,24.81632731,21.025557,19.34767506,19.22338751,23.63559558,36.43721334,60.54899825,80
BRA_Hyd_IndaiazinhoA2054,80,80,80,40.29012742,24.81632731,21.025557,19.34767506,19.22338751,23.63559558,36.43721334,60.54899825,80
MOZ_Hyd_Chicamba14485,80,80,80,64.41505595,60.77314344,60.24415056,60.24415056,60,60.18311292,61.13936928,67.42624619,80
BRA_Hyd_SaltodoRioVe2824,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_NovaPonte2428,80,80,80,42.90746949,25.11307986,19.34870012,19.22338751,19.28604381,22.6694841,39.1480914,69.22311614,80
BRA_Hyd_EngenheiroJos1804,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_PortoEstrela2625,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_SaltoGrande2807,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_Funil1922,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_Pitangas2603,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_Farias1860,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_Lajeado2193,80,80,80,40.29012742,24.81632731,21.025557,19.34767506,19.22338751,23.63559558,36.43721334,60.54899825,80
BRA_Hyd_Baguari1227,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_SoSimo3064,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
MDG_Hyd_Antelomita14085,80,80,80,58.10961951,54.37489706,53.63885687,53.44803163,53.2572064,52.98459892,53.99324659,60.45404382,80
BRA_Hyd_ParasoI2502,80,80,80,40.29012742,24.81632731,21.025557,19.34767506,19.22338751,23.63559558,36.43721334,60.54899825,80
BRA_Hyd_BarradaPaci1255,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_CorrenteGrande1671,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_SaltoMorais2810,80,80,80,39.70781257,23.16033407,19.65399104,19.22338751,19.40793188,21.43791995,35.46329206,69.6040005,80
MDG_Hyd_LaMandraka14086,80,80,80,58.10961951,54.37489706,53.63885687,53.44803163,53.2572064,52.98459892,53.99324659,60.45404382,80
BRA_Hyd_Miranda2339,80,80,80,42.90746949,25.11307986,19.34870012,19.22338751,19.28604381,22.6694841,39.1480914,69.22311614,80
BRA_Hyd_Brejauba1334,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_AltoBrejaba1108,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_RetiroBaixo2702,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_CorrenteGrande1672,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_RetiroVelho2703,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_Salto2790,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
MDG_Hyd_Andekaleka14084,80,80,80,58.10961951,54.37489706,53.63885687,53.44803163,53.2572064,52.98459892,53.99324659,60.45404382,80
BRA_Hyd_AmadorAguiarI1120,80,80,80,36.70202985,22.71911598,19.77534464,19.22338751,19.40737322,21.24723031,34.61685849,74.84840015,80
BRA_Hyd_Planalto2608,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_PontaldoPrata2619,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_Queixada2663,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_BarradosCoque1258,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_Piedade2581,80,80,80,39.70781257,23.16033407,19.65399104,19.22338751,19.40793188,21.43791995,35.46329206,69.6040005,80
BRA_Hyd_Malagone2263,80,80,80,36.70202985,22.71911598,19.77534464,19.22338751,19.40737322,21.24723031,34.61685849,74.84840015,80
BRA_Hyd_Apor1147,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_Espora1819,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_AmadorAguiarI1121,80,80,80,36.70202985,22.71911598,19.77534464,19.22338751,19.40737322,21.24723031,34.61685849,74.84840015,80
BRA_Hyd_Parana2503,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_Paiol2483,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_CostaRica1688,80,80,80,40.29012742,24.81632731,21.025557,19.34767506,19.22338751,23.63559558,36.43721334,60.54899825,80
BRA_Hyd_Cau1524,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_CachoeiraDoura1405,80,80,80,39.70781257,23.16033407,19.65399104,19.22338751,19.40793188,21.43791995,35.46329206,69.6040005,80
BRA_Hyd_Emborcao1789,80,80,80,36.70202985,22.71911598,19.77534464,19.22338751,19.40737322,21.24723031,34.61685849,74.84840015,80
BRA_Hyd_Itumbiara2106,80,80,80,39.70781257,23.16033407,19.65399104,19.22338751,19.40793188,21.43791995,35.46329206,69.6040005,80
CHL_Hyd_CHAPIQUINA4632,80,80,80,42.7721971,24.57860955,21.33618801,21.4562777,21.27614317,21.15605348,26.80026876,39.28959618,80
BRA_Hyd_SerradasAgulh2931,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_Goiandira1967,80,80,80,36.70202985,22.71911598,19.77534464,19.22338751,19.40737322,21.24723031,34.61685849,74.84840015,80
BRA_Hyd_TrsMarias3147,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_NovaAurora2417,80,80,80,36.70202985,22.71911598,19.77534464,19.22338751,19.40737322,21.24723031,34.61685849,74.84840015,80
BRA_Hyd_Irara2077,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_SerradoFaco2940,80,80,80,36.70202985,22.71911598,19.77534464,19.22338751,19.40737322,21.24723031,34.61685849,74.84840015,80
BRA_Hyd_CorumbI1675,80,80,80,39.70781257,23.16033407,19.65399104,19.22338751,19.40793188,21.43791995,35.46329206,69.6040005,80
BRA_Hyd_FazendaVelha1868,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
ZMB_Hyd_VictoriaFalls29909,80,80,80,57.26408494,52.9191204,52.67317901,52.67317901,52.67317901,52.70050583,53.38367636,61.66370312,80
BRA_Hyd_Jata2139,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_SantaClara2839,80,80,73.68315733,35.29147275,21.73785887,20.57261604,19.89800178,19.22338751,19.83667321,30.01721577,80,80
FJI_Hyd_Wainikasaou8636,26.17201296,22.55474288,48.58490211,45.25133948,52.13124532,70.92686439,70.92686439,70.92686439,70.92686439,46.8117305,35.67621279,37.73309185
AUS_Hyd_Koombooloomba478,30.44787702,30.44787702,30.44787702,30.44787702,18.46619152,9.379602281,5.194611654,4.678653905,4.048038879,3.044787702,7.315771287,14.71116568
AUS_Hyd_Kareeya472,30.44787702,30.44787702,30.44787702,30.44787702,18.46619152,9.379602281,5.194611654,4.678653905,4.048038879,3.044787702,7.315771287,14.71116568
FJI_Hyd_Wailoa8635,26.17201296,22.55474288,48.58490211,45.25133948,52.13124532,70.92686439,70.92686439,70.92686439,70.92686439,46.8117305,35.67621279,37.73309185
BRA_Hyd_SantaHelena2861,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
FJI_Hyd_Vaturu8633,26.17201296,22.55474288,48.58490211,45.25133948,52.13124532,70.92686439,70.92686439,70.92686439,70.92686439,46.8117305,35.67621279,37.73309185
FJI_Hyd_Nadarivatu8630,26.17201296,22.55474288,48.58490211,45.25133948,52.13124532,70.92686439,70.92686439,70.92686439,70.92686439,46.8117305,35.67621279,37.73309185
BRA_Hyd_Aquarius1149,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_PontedePedra2621,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Mucuri2375,80,80,73.68315733,35.29147275,21.73785887,20.57261604,19.89800178,19.22338751,19.83667321,30.01721577,80,80
BRA_Hyd_SantaGabriela2860,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
NAM_Hyd_Ruacana14527,80,80,80,80,41.60326401,41.05807709,41.05807709,41.05807709,41.52538016,44.25131477,62.86555392,79.37692923
BRA_Hyd_BatalhaAntiga1264,80,80,80,36.70202985,22.71911598,19.77534464,19.22338751,19.40737322,21.24723031,34.61685849,74.84840015,80
BRA_Hyd_LagoAzul2190,80,80,80,36.70202985,22.71911598,19.77534464,19.22338751,19.40737322,21.24723031,34.61685849,74.84840015,80
BOL_Hyd_CoraniHydroele1008,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
BOL_Hyd_SantaIsabelHy1018,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
BRA_Hyd_ItiquiraCasas2103,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Colino11612,80,80,73.68315733,35.29147275,21.73785887,20.57261604,19.89800178,19.22338751,19.83667321,30.01721577,80,80
BRA_Hyd_CachoeiradaLi1410,80,80,73.68315733,35.29147275,21.73785887,20.57261604,19.89800178,19.22338751,19.83667321,30.01721577,80,80
BRA_Hyd_Colino21613,80,80,73.68315733,35.29147275,21.73785887,20.57261604,19.89800178,19.22338751,19.83667321,30.01721577,80,80
AUS_Hyd_BarronGorge318,30.44787702,30.44787702,30.44787702,30.44787702,14.8740716,8.945245856,4.973783637,5.087253986,4.037653256,3.044787702,6.902779572,15.44142334
BRA_Hyd_CorumbIII1676,80,80,80,46.4996383,23.92198105,19.58951168,19.22338751,19.4064496,21.35911185,38.13980305,79.63387583,80
BRA_Hyd_Irap2076,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_EngenheiroJos1803,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Rondonpolis2751,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Piranhas2593,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_Tamboril3085,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
ZMB_Hyd_Kariba29899,80,80,80,60.13340114,53.11040815,52.70050583,52.67317901,52.70050583,52.83713994,53.98486642,61.17182034,80
ZWE_Hyd_KaribaDamSout29911,80,80,80,65.46,60.32,60.02,60,60.02,60.12,60.96,66.22,80
BRA_Hyd_Rnic2762,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_SantoAntnio2911,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BOL_Hyd_ChojllaHydroel1006,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
BOL_Hyd_YanacachiNorte1022,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
BRA_Hyd_Mosquito2373,80,80,80,41.67628585,23.5909376,20.14610936,19.22338751,19.46944667,21.68397911,36.63207307,65.11342083,80
BRA_Hyd_CorumbIV1677,80,80,80,46.4996383,23.92198105,19.58951168,19.22338751,19.4064496,21.35911185,38.13980305,79.63387583,80
BRA_Hyd_SeteQuedasAlt2948,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_SoDomingos3021,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BOL_Hyd_ZongoHydroelec1023,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
PER_Hyd_CharcaniV15114,80,80,80,37.82729495,17.21708587,13.5439793,13.68002028,13.47595881,13.33991782,19.73384407,33.88210641,80
BRA_Hyd_SoLoureno3048,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Queimado2662,80,80,80,46.4996383,23.92198105,19.58951168,19.22338751,19.4064496,21.35911185,38.13980305,79.63387583,80
BOL_Hyd_TiquimaniHydro1020,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
BRA_Hyd_MataVelha2313,80,80,80,46.4996383,23.92198105,19.58951168,19.22338751,19.4064496,21.35911185,38.13980305,79.63387583,80
BOL_Hyd_BotijlacaHydro1002,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
BRA_Hyd_UnaBaixo3163,80,80,80,46.4996383,23.92198105,19.58951168,19.22338751,19.4064496,21.35911185,38.13980305,79.63387583,80
BOL_Hyd_CutichuchoHydr1009,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
BOL_Hyd_SantaRosaHydr1019,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
BOL_Hyd_SainaniHydroel1016,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
AUS_Hyd_OrdRiver579,30.44787702,30.44787702,30.44787702,30.44787702,14.8740716,8.945245856,4.973783637,5.087253986,4.037653256,3.044787702,6.902779572,15.44142334
BRA_Hyd_SenadorJonasP2922,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BOL_Hyd_ChururaquiHydr1007,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
BOL_Hyd_HarcaHydroelec1013,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
BOL_Hyd_CahuaHydroelec1004,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
BOL_Hyd_HuajiHydroelec1014,80,80,80,52.22214803,38.64684295,36.22748165,36.31708762,36.18267866,36.09307269,40.30455347,49.62357478,80
BRA_Hyd_Glria1966,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Pequi2562,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Sucupira2999,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
